mouse_gene,marmoset_gene
ENSMUSG00000021244,ENSCJAG00000020522
ENSMUSG00000047423,ENSCJAG00000084275
ENSMUSG00002076078,ENSCJAG00000040092
ENSMUSG00000024912,ENSCJAG00000001776
ENSMUSG00000045629,ENSCJAG00000021183
ENSMUSG00000095098,ENSCJAG00000001793
ENSMUSG00000025083,ENSCJAG00000019289
ENSMUSG00000022973,ENSCJAG00000009187
ENSMUSG00000021322,ENSCJAG00000012461
ENSMUSG00000045730,ENSCJAG00000046663
ENSMUSG00000024400,ENSCJAG00000010706
ENSMUSG00000056458,ENSCJAG00000009899
ENSMUSG00000062070,ENSCJAG00000034433
ENSMUSG00000042320,ENSCJAG00000020548
ENSMUSG00000047242,ENSCJAG00000019520
ENSMUSG00000021666,ENSCJAG00000016802
ENSMUSG00000021271,ENSCJAG00000009880
ENSMUSG00000112449,ENSCJAG00000006581
ENSMUSG00000079641,ENSCJAG00000084467
ENSMUSG00000044982,ENSCJAG00000022397
ENSMUSG00000026322,ENSCJAG00000021192
ENSMUSG00000022674,ENSCJAG00000079097
ENSMUSG00000022674,ENSCJAG00000036984
ENSMUSG00000022673,ENSCJAG00000013526
ENSMUSG00000024911,ENSCJAG00000046377
ENSMUSG00000094103,ENSCJAG00000069586
ENSMUSG00000024395,ENSCJAG00000010669
ENSMUSG00000005705,ENSCJAG00000016184
ENSMUSG00000021276,ENSCJAG00000009870
ENSMUSG00000036572,ENSCJAG00000004975
ENSMUSG00000038604,ENSCJAG00000016148
ENSMUSG00000022974,ENSCJAG00000009330
ENSMUSG00000024910,ENSCJAG00000001836
ENSMUSG00000052229,ENSCJAG00000051220
ENSMUSG00000024388,ENSCJAG00000010630
ENSMUSG00000021938,ENSCJAG00000004554
ENSMUSG00000016409,ENSCJAG00000004941
ENSMUSG00000004789,ENSCJAG00000039766
ENSMUSG00000004789,ENSCJAG00000020551
ENSMUSG00000050891,ENSCJAG00000012826
ENSMUSG00000005698,ENSCJAG00000016139
ENSMUSG00000024909,ENSCJAG00000001847
ENSMUSG00000036551,ENSCJAG00000004955
ENSMUSG00000016427,ENSCJAG00000075567
ENSMUSG00000016427,ENSCJAG00000086006
ENSMUSG00000016427,ENSCJAG00000077125
ENSMUSG00000016427,ENSCJAG00000077137
ENSMUSG00000016427,ENSCJAG00000080582
ENSMUSG00000055639,ENSCJAG00000021093
ENSMUSG00000031618,ENSCJAG00000002360
ENSMUSG00000039851,ENSCJAG00000009437
ENSMUSG00000024384,ENSCJAG00000010560
ENSMUSG00000022708,ENSCJAG00000009211
ENSMUSG00000022354,ENSCJAG00000012818
ENSMUSG00000022149,ENSCJAG00000007477
ENSMUSG00000079108,ENSCJAG00000006581
ENSMUSG00000050357,ENSCJAG00000016125
ENSMUSG00000022148,ENSCJAG00000007485
ENSMUSG00000040123,ENSCJAG00000004584
ENSMUSG00000036523,ENSCJAG00000006946
ENSMUSG00000024386,ENSCJAG00000010515
ENSMUSG00000052821,ENSCJAG00000023257
ENSMUSG00000031592,ENSCJAG00000014105
ENSMUSG00000024906,ENSCJAG00000001894
ENSMUSG00000021665,ENSCJAG00000016664
ENSMUSG00000077685,ENSCJAG00000040092
ENSMUSG00000037572,ENSCJAG00000018208
ENSMUSG00000024383,ENSCJAG00000010475
ENSMUSG00000065733,ENSCJAG00000070135
ENSMUSG00000022353,ENSCJAG00000012784
ENSMUSG00000055341,ENSCJAG00000060061
ENSMUSG00000055341,ENSCJAG00000077980
ENSMUSG00000055341,ENSCJAG00000082577
ENSMUSG00000055341,ENSCJAG00000011995
ENSMUSG00000055341,ENSCJAG00000074735
ENSMUSG00000057842,ENSCJAG00000060061
ENSMUSG00000057842,ENSCJAG00000077980
ENSMUSG00000057842,ENSCJAG00000082577
ENSMUSG00000057842,ENSCJAG00000011995
ENSMUSG00000057842,ENSCJAG00000074735
ENSMUSG00000024382,ENSCJAG00000010416
ENSMUSG00000049929,ENSCJAG00000042770
ENSMUSG00000021366,ENSCJAG00000005100
ENSMUSG00000050921,ENSCJAG00000009576
ENSMUSG00000118809,ENSCJAG00000080851
ENSMUSG00000056185,ENSCJAG00000001930
ENSMUSG00000071552,ENSCJAG00000009240
ENSMUSG00000021367,ENSCJAG00000047990
ENSMUSG00000021022,ENSCJAG00000041694
ENSMUSG00000022672,ENSCJAG00000013572
ENSMUSG00000109238,ENSCJAG00000041118
ENSMUSG00000024135,ENSCJAG00000000727
ENSMUSG00000041852,ENSCJAG00000002308
ENSMUSG00000090523,ENSCJAG00000084616
ENSMUSG00000021662,ENSCJAG00000016645
ENSMUSG00000019235,ENSCJAG00000020566
ENSMUSG00000024379,ENSCJAG00000076522
ENSMUSG00000038299,ENSCJAG00000016277
ENSMUSG00000024922,ENSCJAG00000001957
ENSMUSG00000050310,ENSCJAG00000007501
ENSMUSG00000048379,ENSCJAG00000018289
ENSMUSG00000004791,ENSCJAG00000020572
ENSMUSG00000049562,ENSCJAG00000045485
ENSMUSG00000073008,ENSCJAG00000009588
ENSMUSG00000038000,ENSCJAG00000016106
ENSMUSG00000021945,ENSCJAG00000004621
ENSMUSG00000024925,ENSCJAG00000001965
ENSMUSG00000071267,ENSCJAG00000036389
ENSMUSG00000053347,ENSCJAG00000036389
ENSMUSG00000021275,ENSCJAG00000009815
ENSMUSG00000063383,ENSCJAG00000036389
ENSMUSG00000024921,ENSCJAG00000010710
ENSMUSG00000096433,ENSCJAG00000036389
ENSMUSG00000117284,ENSCJAG00000036389
ENSMUSG00000033972,ENSCJAG00000036389
ENSMUSG00000021840,ENSCJAG00000069682
ENSMUSG00000021840,ENSCJAG00000085844
ENSMUSG00000031239,ENSCJAG00000009591
ENSMUSG00000038128,ENSCJAG00000016346
ENSMUSG00000050335,ENSCJAG00000018296
ENSMUSG00000031591,ENSCJAG00000014144
ENSMUSG00000071266,ENSCJAG00000036389
ENSMUSG00000024378,ENSCJAG00000046512
ENSMUSG00000037689,ENSCJAG00000000699
ENSMUSG00000053375,ENSCJAG00000002587
ENSMUSG00000004788,ENSCJAG00000044557
ENSMUSG00000024143,ENSCJAG00000077832
ENSMUSG00000024143,ENSCJAG00000044422
ENSMUSG00000042834,ENSCJAG00000049786
ENSMUSG00002075974,ENSCJAG00000085283
ENSMUSG00000021023,ENSCJAG00000006750
ENSMUSG00000022064,ENSCJAG00000021133
ENSMUSG00000087651,ENSCJAG00000085241
ENSMUSG00000031241,ENSCJAG00000009617
ENSMUSG00000024376,ENSCJAG00000016406
ENSMUSG00000024145,ENSCJAG00000000680
ENSMUSG00000022705,ENSCJAG00000009251
ENSMUSG00000005699,ENSCJAG00000016098
ENSMUSG00000039031,ENSCJAG00000003308
ENSMUSG00000037531,ENSCJAG00000014820
ENSMUSG00000037531,ENSCJAG00000013028
ENSMUSG00000024146,ENSCJAG00000043662
ENSMUSG00000059586,ENSCJAG00000012645
ENSMUSG00000039167,ENSCJAG00000007171
ENSMUSG00000022671,ENSCJAG00000062931
ENSMUSG00000022671,ENSCJAG00000015271
ENSMUSG00000022671,ENSCJAG00000000889
ENSMUSG00000031590,ENSCJAG00000011272
ENSMUSG00002074987,ENSCJAG00000027994
ENSMUSG00000020171,ENSCJAG00000001779
ENSMUSG00000037104,ENSCJAG00000042287
ENSMUSG00000071637,ENSCJAG00000013678
ENSMUSG00000041974,ENSCJAG00000013681
ENSMUSG00000032501,ENSCJAG00000061218
ENSMUSG00000059142,ENSCJAG00000036389
ENSMUSG00000007817,ENSCJAG00000000976
ENSMUSG00000054728,ENSCJAG00000005137
ENSMUSG00000013155,ENSCJAG00000016088
ENSMUSG00000058099,ENSCJAG00000084850
ENSMUSG00000058099,ENSCJAG00000006644
ENSMUSG00000041482,ENSCJAG00000004648
ENSMUSG00000027673,ENSCJAG00000013015
ENSMUSG00002075771,ENSCJAG00000056961
ENSMUSG00000088312,ENSCJAG00000072811
ENSMUSG00000088312,ENSCJAG00000081646
ENSMUSG00000088312,ENSCJAG00000082995
ENSMUSG00000021245,ENSCJAG00000020596
ENSMUSG00000013158,ENSCJAG00000016084
ENSMUSG00000037148,ENSCJAG00000002375
ENSMUSG00000024150,ENSCJAG00000044202
ENSMUSG00000019899,ENSCJAG00000003343
ENSMUSG00000073007,ENSCJAG00000038213
ENSMUSG00000030131,ENSCJAG00000009438
ENSMUSG00000030131,ENSCJAG00000018648
ENSMUSG00000118687,ENSCJAG00000077238
ENSMUSG00000054414,ENSCJAG00000003508
ENSMUSG00000041957,ENSCJAG00000018114
ENSMUSG00000063663,ENSCJAG00000019839
ENSMUSG00000008822,ENSCJAG00000083598
ENSMUSG00000022792,ENSCJAG00000018129
ENSMUSG00000071749,ENSCJAG00000032793
ENSMUSG00000071749,ENSCJAG00000086496
ENSMUSG00000071749,ENSCJAG00000032034
ENSMUSG00000045064,ENSCJAG00000046911
ENSMUSG00000077511,ENSCJAG00000080932
ENSMUSG00000005148,ENSCJAG00000021146
ENSMUSG00000022146,ENSCJAG00000007577
ENSMUSG00000030235,ENSCJAG00000012242
ENSMUSG00000034290,ENSCJAG00000020610
ENSMUSG00000084700,ENSCJAG00000066892
ENSMUSG00000036304,ENSCJAG00000009345
ENSMUSG00000072294,ENSCJAG00000021151
ENSMUSG00000028036,ENSCJAG00000007162
ENSMUSG00000036918,ENSCJAG00000000656
ENSMUSG00000022967,ENSCJAG00000000056
ENSMUSG00000088160,ENSCJAG00000080917
ENSMUSG00000056900,ENSCJAG00000012999
ENSMUSG00000021248,ENSCJAG00000057118
ENSMUSG00002076744,ENSCJAG00000027160
ENSMUSG00002076744,ENSCJAG00000027262
ENSMUSG00000037544,ENSCJAG00000018306
ENSMUSG00000021250,ENSCJAG00000020633
ENSMUSG00000061458,ENSCJAG00000006602
ENSMUSG00000031651,ENSCJAG00000010806
ENSMUSG00000094491,ENSCJAG00000013875
ENSMUSG00000031245,ENSCJAG00000060139
ENSMUSG00000096580,ENSCJAG00000013875
ENSMUSG00000076505,ENSCJAG00000013875
ENSMUSG00000013150,ENSCJAG00000016078
ENSMUSG00000013150,ENSCJAG00000071140
ENSMUSG00000072568,ENSCJAG00000012629
ENSMUSG00000027963,ENSCJAG00000003497
ENSMUSG00000077652,ENSCJAG00000024068
ENSMUSG00000119240,ENSCJAG00000070612
ENSMUSG00000022965,ENSCJAG00000035211
ENSMUSG00000031246,ENSCJAG00000074782
ENSMUSG00000031246,ENSCJAG00000003568
ENSMUSG00000031246,ENSCJAG00000078350
ENSMUSG00000076508,ENSCJAG00000008551
ENSMUSG00000091490,ENSCJAG00000046738
ENSMUSG00000022347,ENSCJAG00000000314
ENSMUSG00000055531,ENSCJAG00000001798
ENSMUSG00000021368,ENSCJAG00000005152
ENSMUSG00000030236,ENSCJAG00000012282
ENSMUSG00000030236,ENSCJAG00000044381
ENSMUSG00000036502,ENSCJAG00000085725
ENSMUSG00000011179,ENSCJAG00000006576
ENSMUSG00000022964,ENSCJAG00000040417
ENSMUSG00000058586,ENSCJAG00000081818
ENSMUSG00000037134,ENSCJAG00000002411
ENSMUSG00000036292,ENSCJAG00000009359
ENSMUSG00000036557,ENSCJAG00000000655
ENSMUSG00000095497,ENSCJAG00000013875
ENSMUSG00000039131,ENSCJAG00000059871
ENSMUSG00000084927,ENSCJAG00000045935
ENSMUSG00000071379,ENSCJAG00000041528
ENSMUSG00000076514,ENSCJAG00000008551
ENSMUSG00000036438,ENSCJAG00000000638
ENSMUSG00002075997,ENSCJAG00000075059
ENSMUSG00002075997,ENSCJAG00000084259
ENSMUSG00002075997,ENSCJAG00000082761
ENSMUSG00002075997,ENSCJAG00000074345
ENSMUSG00002075997,ENSCJAG00000077200
ENSMUSG00000094335,ENSCJAG00000013875
ENSMUSG00000064063,ENSCJAG00000075083
ENSMUSG00000020037,ENSCJAG00000015034
ENSMUSG00000030237,ENSCJAG00000045935
ENSMUSG00000051335,ENSCJAG00000039228
ENSMUSG00000028035,ENSCJAG00000045975
ENSMUSG00000037415,ENSCJAG00000016055
ENSMUSG00000065907,ENSCJAG00000078488
ENSMUSG00000056854,ENSCJAG00000002526
ENSMUSG00000005371,ENSCJAG00000010907
ENSMUSG00000016327,ENSCJAG00000014233
ENSMUSG00000062518,ENSCJAG00000036389
ENSMUSG00000078495,ENSCJAG00000036389
ENSMUSG00000022346,ENSCJAG00000012620
ENSMUSG00000076518,ENSCJAG00000041158
ENSMUSG00000076518,ENSCJAG00000045663
ENSMUSG00000076518,ENSCJAG00000061975
ENSMUSG00000028517,ENSCJAG00000015880
ENSMUSG00000027962,ENSCJAG00000003455
ENSMUSG00000093861,ENSCJAG00000013875
ENSMUSG00000029022,ENSCJAG00000013541
ENSMUSG00000033083,ENSCJAG00000021156
ENSMUSG00000054021,ENSCJAG00000019802
ENSMUSG00000016534,ENSCJAG00000002638
ENSMUSG00000105606,ENSCJAG00000079247
ENSMUSG00000105606,ENSCJAG00000078945
ENSMUSG00000039763,ENSCJAG00000077643
ENSMUSG00000079025,ENSCJAG00000012609
ENSMUSG00000031617,ENSCJAG00000002418
ENSMUSG00000052459,ENSCJAG00000020256
ENSMUSG00000076523,ENSCJAG00000085465
ENSMUSG00000076523,ENSCJAG00000082042
ENSMUSG00000076523,ENSCJAG00000038358
ENSMUSG00000106403,ENSCJAG00000077077
ENSMUSG00000049792,ENSCJAG00000017123
ENSMUSG00000041698,ENSCJAG00000045935
ENSMUSG00000037787,ENSCJAG00000044883
ENSMUSG00000068696,ENSCJAG00000040608
ENSMUSG00000031893,ENSCJAG00000016035
ENSMUSG00000054263,ENSCJAG00000007608
ENSMUSG00000033502,ENSCJAG00000003430
ENSMUSG00000021028,ENSCJAG00000006938
ENSMUSG00000034617,ENSCJAG00000008934
ENSMUSG00000031616,ENSCJAG00000002424
ENSMUSG00002074857,ENSCJAG00000042747
ENSMUSG00000001496,ENSCJAG00000055766
ENSMUSG00000020183,ENSCJAG00000001828
ENSMUSG00000029020,ENSCJAG00000013494
ENSMUSG00000031990,ENSCJAG00000019593
ENSMUSG00000058669,ENSCJAG00000039564
ENSMUSG00000001497,ENSCJAG00000051342
ENSMUSG00000036672,ENSCJAG00000016022
ENSMUSG00000007908,ENSCJAG00000010832
ENSMUSG00000088791,ENSCJAG00000071361
ENSMUSG00000119680,ENSCJAG00000075000
ENSMUSG00000034998,ENSCJAG00000010894
ENSMUSG00000035472,ENSCJAG00000016449
ENSMUSG00000076531,ENSCJAG00000059289
ENSMUSG00000025262,ENSCJAG00000006315
ENSMUSG00000076532,ENSCJAG00000059289
ENSMUSG00000035620,ENSCJAG00000015061
ENSMUSG00000076533,ENSCJAG00000059289
ENSMUSG00000034709,ENSCJAG00000010751
ENSMUSG00000076535,ENSCJAG00000013875
ENSMUSG00000063200,ENSCJAG00000019798
ENSMUSG00000088656,ENSCJAG00000085232
ENSMUSG00000088656,ENSCJAG00000042995
ENSMUSG00000005871,ENSCJAG00000016440
ENSMUSG00000021288,ENSCJAG00000017134
ENSMUSG00000037101,ENSCJAG00000002445
ENSMUSG00000079263,ENSCJAG00000045935
ENSMUSG00000022789,ENSCJAG00000018143
ENSMUSG00000059383,ENSCJAG00000010859
ENSMUSG00000027784,ENSCJAG00000039946
ENSMUSG00000064416,ENSCJAG00000027039
ENSMUSG00000031095,ENSCJAG00000002596
ENSMUSG00000037536,ENSCJAG00000021876
ENSMUSG00000021532,ENSCJAG00000008921
ENSMUSG00000031511,ENSCJAG00000014093
ENSMUSG00000050035,ENSCJAG00000039343
ENSMUSG00000033855,ENSCJAG00000010678
ENSMUSG00000043300,ENSCJAG00000058941
ENSMUSG00000060935,ENSCJAG00000086624
ENSMUSG00000032572,ENSCJAG00000060750
ENSMUSG00000027787,ENSCJAG00000002900
ENSMUSG00000049038,ENSCJAG00000015094
ENSMUSG00000024154,ENSCJAG00000041412
ENSMUSG00000020038,ENSCJAG00000015099
ENSMUSG00000079262,ENSCJAG00000045935
ENSMUSG00000024107,ENSCJAG00000010733
ENSMUSG00000046351,ENSCJAG00000011175
ENSMUSG00000020184,ENSCJAG00000002750
ENSMUSG00000020184,ENSCJAG00000007464
ENSMUSG00000021973,ENSCJAG00000018710
ENSMUSG00000032937,ENSCJAG00000010640
ENSMUSG00000058499,ENSCJAG00000009535
ENSMUSG00000066878,ENSCJAG00000069790
ENSMUSG00000066878,ENSCJAG00000073466
ENSMUSG00000066878,ENSCJAG00000003742
ENSMUSG00000040490,ENSCJAG00000048505
ENSMUSG00000032360,ENSCJAG00000010863
ENSMUSG00000021974,ENSCJAG00000041037
ENSMUSG00000064120,ENSCJAG00000010427
ENSMUSG00000027674,ENSCJAG00000012957
ENSMUSG00000021534,ENSCJAG00000076097
ENSMUSG00000056293,ENSCJAG00000012609
ENSMUSG00000036376,ENSCJAG00000011174
ENSMUSG00000037526,ENSCJAG00000018362
ENSMUSG00000000706,ENSCJAG00000011050
ENSMUSG00000047102,ENSCJAG00000046297
ENSMUSG00000063975,ENSCJAG00000045935
ENSMUSG00000019055,ENSCJAG00000013459
ENSMUSG00000024583,ENSCJAG00000004012
ENSMUSG00000084714,ENSCJAG00000062335
ENSMUSG00000032358,ENSCJAG00000057418
ENSMUSG00000055827,ENSCJAG00000012609
ENSMUSG00000021536,ENSCJAG00000008816
ENSMUSG00000044703,ENSCJAG00000038757
ENSMUSG00000008590,ENSCJAG00000012037
ENSMUSG00000035451,ENSCJAG00000040054
ENSMUSG00000051917,ENSCJAG00000021984
ENSMUSG00000046782,ENSCJAG00000016408
ENSMUSG00000041681,ENSCJAG00000040116
ENSMUSG00000091649,ENSCJAG00000038757
ENSMUSG00000040260,ENSCJAG00000010452
ENSMUSG00000029864,ENSCJAG00000009548
ENSMUSG00000062257,ENSCJAG00000009613
ENSMUSG00000044496,ENSCJAG00000047928
ENSMUSG00000055748,ENSCJAG00000012609
ENSMUSG00000021287,ENSCJAG00000017182
ENSMUSG00000061887,ENSCJAG00000005029
ENSMUSG00000060181,ENSCJAG00000007448
ENSMUSG00002075110,ENSCJAG00000029689
ENSMUSG00000068245,ENSCJAG00000038757
ENSMUSG00000019889,ENSCJAG00000003496
ENSMUSG00000071506,ENSCJAG00000075612
ENSMUSG00000038546,ENSCJAG00000019797
ENSMUSG00000020258,ENSCJAG00000006155
ENSMUSG00000042961,ENSCJAG00000007668
ENSMUSG00000041671,ENSCJAG00000040053
ENSMUSG00000020986,ENSCJAG00000016324
ENSMUSG00000040560,ENSCJAG00000003937
ENSMUSG00000025525,ENSCJAG00000008249
ENSMUSG00000025525,ENSCJAG00000059115
ENSMUSG00000023999,ENSCJAG00000005922
ENSMUSG00000029863,ENSCJAG00000009586
ENSMUSG00000032357,ENSCJAG00000010887
ENSMUSG00000091144,ENSCJAG00000038757
ENSMUSG00000060121,ENSCJAG00000077352
ENSMUSG00000060121,ENSCJAG00000016248
ENSMUSG00000022698,ENSCJAG00000063781
ENSMUSG00000022698,ENSCJAG00000046205
ENSMUSG00000000355,ENSCJAG00000002593
ENSMUSG00000024926,ENSCJAG00000001971
ENSMUSG00002075822,ENSCJAG00000036065
ENSMUSG00000071350,ENSCJAG00000008864
ENSMUSG00000065407,ENSCJAG00000025436
ENSMUSG00000039316,ENSCJAG00000003585
ENSMUSG00000104769,ENSCJAG00000059629
ENSMUSG00000021371,ENSCJAG00000016050
ENSMUSG00000059974,ENSCJAG00000009606
ENSMUSG00000021255,ENSCJAG00000020709
ENSMUSG00000076577,ENSCJAG00000059629
ENSMUSG00000094356,ENSCJAG00000059629
ENSMUSG00000044164,ENSCJAG00000045361
ENSMUSG00000048970,ENSCJAG00000002590
ENSMUSG00000068284,ENSCJAG00000078027
ENSMUSG00000030243,ENSCJAG00000044420
ENSMUSG00000015396,ENSCJAG00000039142
ENSMUSG00000119318,ENSCJAG00000085447
ENSMUSG00000010592,ENSCJAG00000039120
ENSMUSG00000020257,ENSCJAG00000047163
ENSMUSG00000022962,ENSCJAG00000003083
ENSMUSG00000025529,ENSCJAG00000010311
ENSMUSG00000022144,ENSCJAG00000007761
ENSMUSG00000039828,ENSCJAG00000007784
ENSMUSG00000031993,ENSCJAG00000009574
ENSMUSG00000034607,ENSCJAG00000010342
ENSMUSG00000038910,ENSCJAG00000003599
ENSMUSG00000021286,ENSCJAG00000017190
ENSMUSG00000008450,ENSCJAG00000058246
ENSMUSG00000008450,ENSCJAG00000075727
ENSMUSG00000006611,ENSCJAG00000010993
ENSMUSG00000024109,ENSCJAG00000010631
ENSMUSG00000021981,ENSCJAG00000047061
ENSMUSG00000022378,ENSCJAG00000012575
ENSMUSG00000070047,ENSCJAG00000020301
ENSMUSG00000043461,ENSCJAG00000045921
ENSMUSG00000036181,ENSCJAG00000048138
ENSMUSG00000049109,ENSCJAG00000003598
ENSMUSG00000033453,ENSCJAG00000009521
ENSMUSG00000069266,ENSCJAG00000087176
ENSMUSG00000009470,ENSCJAG00000016409
ENSMUSG00000025531,ENSCJAG00000010392
ENSMUSG00000020253,ENSCJAG00000006090
ENSMUSG00000027788,ENSCJAG00000002888
ENSMUSG00000076580,ENSCJAG00000059629
ENSMUSG00000028136,ENSCJAG00000007791
ENSMUSG00000076581,ENSCJAG00000059629
ENSMUSG00000022142,ENSCJAG00000017976
ENSMUSG00000030245,ENSCJAG00000044214
ENSMUSG00000021982,ENSCJAG00000008925
ENSMUSG00000020993,ENSCJAG00000016314
ENSMUSG00000076583,ENSCJAG00000059629
ENSMUSG00000031994,ENSCJAG00000009481
ENSMUSG00000020042,ENSCJAG00000015118
ENSMUSG00000105432,ENSCJAG00000059629
ENSMUSG00000071112,ENSCJAG00000048478
ENSMUSG00000047412,ENSCJAG00000009451
ENSMUSG00000065510,ENSCJAG00000030268
ENSMUSG00000041229,ENSCJAG00000006260
ENSMUSG00000021285,ENSCJAG00000017204
ENSMUSG00000024927,ENSCJAG00000002037
ENSMUSG00000076586,ENSCJAG00000059629
ENSMUSG00000054764,ENSCJAG00000020300
ENSMUSG00000056812,ENSCJAG00000003917
ENSMUSG00000030244,ENSCJAG00000044223
ENSMUSG00000031645,ENSCJAG00000020294
ENSMUSG00000032355,ENSCJAG00000010939
ENSMUSG00000045991,ENSCJAG00000076587
ENSMUSG00000096594,ENSCJAG00000059629
ENSMUSG00000044461,ENSCJAG00000056356
ENSMUSG00000020994,ENSCJAG00000016291
ENSMUSG00000021983,ENSCJAG00000019263
ENSMUSG00000076589,ENSCJAG00000059629
ENSMUSG00000024588,ENSCJAG00000003873
ENSMUSG00000109764,ENSCJAG00000020276
ENSMUSG00000034168,ENSCJAG00000016689
ENSMUSG00000021290,ENSCJAG00000044960
ENSMUSG00000005968,ENSCJAG00000007748
ENSMUSG00000079057,ENSCJAG00000006073
ENSMUSG00000094117,ENSCJAG00000070264
ENSMUSG00000076596,ENSCJAG00000070264
ENSMUSG00000034157,ENSCJAG00000046132
ENSMUSG00000095338,ENSCJAG00000070264
ENSMUSG00000069265,ENSCJAG00000086824
ENSMUSG00000024924,ENSCJAG00000010772
ENSMUSG00000076598,ENSCJAG00000070264
ENSMUSG00000041544,ENSCJAG00000002175
ENSMUSG00000039801,ENSCJAG00000018003
ENSMUSG00000030246,ENSCJAG00000084278
ENSMUSG00000030246,ENSCJAG00000047275
ENSMUSG00000064140,ENSCJAG00000010938
ENSMUSG00000036270,ENSCJAG00000015963
ENSMUSG00000050919,ENSCJAG00000016387
ENSMUSG00000021650,ENSCJAG00000016364
ENSMUSG00000114797,ENSCJAG00000019231
ENSMUSG00000048483,ENSCJAG00000043263
ENSMUSG00000054003,ENSCJAG00000017235
ENSMUSG00000036110,ENSCJAG00000010898
ENSMUSG00000022696,ENSCJAG00000020266
ENSMUSG00000028622,ENSCJAG00000005018
ENSMUSG00000095335,ENSCJAG00000070264
ENSMUSG00000029862,ENSCJAG00000009651
ENSMUSG00000027790,ENSCJAG00000002837
ENSMUSG00000024587,ENSCJAG00000003837
ENSMUSG00000064566,ENSCJAG00000075212
ENSMUSG00000022141,ENSCJAG00000018052
ENSMUSG00000052681,ENSCJAG00000007261
ENSMUSG00000031995,ENSCJAG00000009434
ENSMUSG00000041632,ENSCJAG00000016356
ENSMUSG00000026312,ENSCJAG00000002895
ENSMUSG00000047719,ENSCJAG00000002187
ENSMUSG00000064648,ENSCJAG00000028172
ENSMUSG00000028621,ENSCJAG00000065837
ENSMUSG00000038916,ENSCJAG00000048256
ENSMUSG00000023277,ENSCJAG00000048516
ENSMUSG00000052727,ENSCJAG00000016333
ENSMUSG00000036955,ENSCJAG00000012896
ENSMUSG00000021647,ENSCJAG00000048631
ENSMUSG00000039748,ENSCJAG00000017241
ENSMUSG00000091402,ENSCJAG00000082473
ENSMUSG00000046182,ENSCJAG00000044404
ENSMUSG00000038518,ENSCJAG00000005717
ENSMUSG00000048304,ENSCJAG00000002835
ENSMUSG00000040818,ENSCJAG00000019910
ENSMUSG00000047636,ENSCJAG00000004989
ENSMUSG00000027792,ENSCJAG00000043299
ENSMUSG00000016763,ENSCJAG00000001645
ENSMUSG00000039257,ENSCJAG00000001884
ENSMUSG00000028991,ENSCJAG00000002191
ENSMUSG00000034151,ENSCJAG00000002808
ENSMUSG00000044287,ENSCJAG00000015962
ENSMUSG00000023923,ENSCJAG00000003617
ENSMUSG00000048310,ENSCJAG00000015958
ENSMUSG00000091692,ENSCJAG00000085191
ENSMUSG00000091692,ENSCJAG00000073881
ENSMUSG00000091692,ENSCJAG00000070391
ENSMUSG00000091692,ENSCJAG00000083544
ENSMUSG00000065574,ENSCJAG00000026013
ENSMUSG00000031896,ENSCJAG00000015948
ENSMUSG00000052593,ENSCJAG00000006369
ENSMUSG00000048312,ENSCJAG00000085191
ENSMUSG00000048312,ENSCJAG00000073881
ENSMUSG00000048312,ENSCJAG00000070391
ENSMUSG00000048312,ENSCJAG00000083544
ENSMUSG00000118715,ENSCJAG00000081221
ENSMUSG00000104158,ENSCJAG00000021914
ENSMUSG00000045322,ENSCJAG00000006069
ENSMUSG00000057363,ENSCJAG00000071602
ENSMUSG00000004360,ENSCJAG00000003616
ENSMUSG00000032786,ENSCJAG00000006000
ENSMUSG00000072259,ENSCJAG00000085191
ENSMUSG00000072259,ENSCJAG00000073881
ENSMUSG00000072259,ENSCJAG00000070391
ENSMUSG00000072259,ENSCJAG00000083544
ENSMUSG00000020075,ENSCJAG00000012876
ENSMUSG00000071550,ENSCJAG00000020284
ENSMUSG00000034139,ENSCJAG00000002795
ENSMUSG00000035529,ENSCJAG00000015261
ENSMUSG00000096715,ENSCJAG00000070264
ENSMUSG00000030247,ENSCJAG00000041578
ENSMUSG00000104301,ENSCJAG00000002774
ENSMUSG00000037541,ENSCJAG00000001019
ENSMUSG00000094478,ENSCJAG00000070264
ENSMUSG00000095351,ENSCJAG00000070264
ENSMUSG00000095682,ENSCJAG00000070264
ENSMUSG00000040929,ENSCJAG00000010996
ENSMUSG00000032352,ENSCJAG00000010969
ENSMUSG00000027835,ENSCJAG00000002763
ENSMUSG00000020739,ENSCJAG00000069947
ENSMUSG00000020739,ENSCJAG00000014508
ENSMUSG00000039529,ENSCJAG00000003813
ENSMUSG00000047216,ENSCJAG00000002951
ENSMUSG00000022961,ENSCJAG00000046975
ENSMUSG00000028989,ENSCJAG00000002324
ENSMUSG00000031897,ENSCJAG00000053823
ENSMUSG00000089081,ENSCJAG00000072944
ENSMUSG00000088625,ENSCJAG00000031867
ENSMUSG00000028619,ENSCJAG00000066809
ENSMUSG00000033386,ENSCJAG00000018284
ENSMUSG00000088691,ENSCJAG00000028971
ENSMUSG00000020076,ENSCJAG00000018844
ENSMUSG00000024256,ENSCJAG00000045833
ENSMUSG00000118781,ENSCJAG00000081343
ENSMUSG00000035237,ENSCJAG00000083596
ENSMUSG00000001986,ENSCJAG00000016110
ENSMUSG00000055214,ENSCJAG00000017218
ENSMUSG00000005360,ENSCJAG00000018196
