human_gene,marmoset_gene
ENSG00000124103,ENSCJAG00000011338
ENSG00000213714,ENSCJAG00000011338
ENSG00000124201,ENSCJAG00000016115
ENSG00000160180,ENSCJAG00000077292
ENSG00000243646,ENSCJAG00000071451
ENSG00000209042,ENSCJAG00000054723
ENSG00000222365,ENSCJAG00000053593
ENSG00000212304,ENSCJAG00000051223
ENSG00000124217,ENSCJAG00000023186
ENSG00000101336,ENSCJAG00000020750
ENSG00000242220,ENSCJAG00000077331
ENSG00000242220,ENSCJAG00000080705
ENSG00000242220,ENSCJAG00000082400
ENSG00000185272,ENSCJAG00000003218
ENSG00000142185,ENSCJAG00000073600
ENSG00000177732,ENSCJAG00000040580
ENSG00000184226,ENSCJAG00000016402
ENSG00000170373,ENSCJAG00000000676
ENSG00000124257,ENSCJAG00000017320
ENSG00000168634,ENSCJAG00000046754
ENSG00000149651,ENSCJAG00000017371
ENSG00000179750,ENSCJAG00000073371
ENSG00000198326,ENSCJAG00000021046
ENSG00000125878,ENSCJAG00000042501
ENSG00000149634,ENSCJAG00000017323
ENSG00000125508,ENSCJAG00000010253
ENSG00000124203,ENSCJAG00000047641
ENSG00000078699,ENSCJAG00000018475
ENSG00000243156,ENSCJAG00000017316
ENSG00000288649,ENSCJAG00000058257
ENSG00000155304,ENSCJAG00000003284
ENSG00000198862,ENSCJAG00000008373
ENSG00000244376,ENSCJAG00000036322
ENSG00000239742,ENSCJAG00000080930
ENSG00000125823,ENSCJAG00000041540
ENSG00000276525,ENSCJAG00000048663
ENSG00000158296,ENSCJAG00000016913
ENSG00000184787,ENSCJAG00000041224
ENSG00000100312,ENSCJAG00000018409
ENSG00000124091,ENSCJAG00000011336
ENSG00000124140,ENSCJAG00000017149
ENSG00000253007,ENSCJAG00000042364
ENSG00000075275,ENSCJAG00000055693
ENSG00000160218,ENSCJAG00000005608
ENSG00000188677,ENSCJAG00000015066
ENSG00000177504,ENSCJAG00000018850
ENSG00000177504,ENSCJAG00000055596
ENSG00000177504,ENSCJAG00000075429
ENSG00000177504,ENSCJAG00000082544
ENSG00000177504,ENSCJAG00000053609
ENSG00000177504,ENSCJAG00000000866
ENSG00000177504,ENSCJAG00000004073
ENSG00000125363,ENSCJAG00000001049
ENSG00000149474,ENSCJAG00000005057
ENSG00000177138,ENSCJAG00000000906
ENSG00000252928,ENSCJAG00000034705
ENSG00000276800,ENSCJAG00000081895
ENSG00000276800,ENSCJAG00000073957
ENSG00000199865,ENSCJAG00000073814
ENSG00000100138,ENSCJAG00000070172
ENSG00000166948,ENSCJAG00000020950
ENSG00000126010,ENSCJAG00000004402
ENSG00000266503,ENSCJAG00000044674
ENSG00000208023,ENSCJAG00000027530
ENSG00000236444,ENSCJAG00000081416
ENSG00000236444,ENSCJAG00000079142
ENSG00000236444,ENSCJAG00000082926
ENSG00000207305,ENSCJAG00000082341
ENSG00000277950,ENSCJAG00000064718
ENSG00000284140,ENSCJAG00000036918
ENSG00000284464,ENSCJAG00000029741
ENSG00000274309,ENSCJAG00000024392
ENSG00000264346,ENSCJAG00000028848
ENSG00000199266,ENSCJAG00000083264
ENSG00000234409,ENSCJAG00000033357
ENSG00000281106,ENSCJAG00000054074
ENSG00000101438,ENSCJAG00000066263
ENSG00000185915,ENSCJAG00000041270
ENSG00000244296,ENSCJAG00000044383
ENSG00000149646,ENSCJAG00000017475
ENSG00000040608,ENSCJAG00000047001
ENSG00000157542,ENSCJAG00000002599
ENSG00000149970,ENSCJAG00000005220
ENSG00000184470,ENSCJAG00000014546
ENSG00000130699,ENSCJAG00000014438
ENSG00000215595,ENSCJAG00000063981
ENSG00000284536,ENSCJAG00000023458
ENSG00000283815,ENSCJAG00000024826
ENSG00000284204,ENSCJAG00000030780
ENSG00000182035,ENSCJAG00000041176
ENSG00000201662,ENSCJAG00000070956
ENSG00000201662,ENSCJAG00000085028
ENSG00000199788,ENSCJAG00000083148
ENSG00000275877,ENSCJAG00000024848
ENSG00000274385,ENSCJAG00000082761
ENSG00000102539,ENSCJAG00000071397
ENSG00000202150,ENSCJAG00000074070
ENSG00000124097,ENSCJAG00000020439
ENSG00000124237,ENSCJAG00000019072
ENSG00000124227,ENSCJAG00000075054
ENSG00000167098,ENSCJAG00000018611
ENSG00000186191,ENSCJAG00000034914
ENSG00000131050,ENSCJAG00000018544
ENSG00000241837,ENSCJAG00000039761
ENSG00000131059,ENSCJAG00000018565
ENSG00000186190,ENSCJAG00000018580
ENSG00000102466,ENSCJAG00000045288
ENSG00000101444,ENSCJAG00000018303
ENSG00000102554,ENSCJAG00000021146
ENSG00000101003,ENSCJAG00000011640
ENSG00000157540,ENSCJAG00000002609
ENSG00000243702,ENSCJAG00000041551
ENSG00000073150,ENSCJAG00000003392
ENSG00000088386,ENSCJAG00000020832
ENSG00000207932,ENSCJAG00000036626
ENSG00000238498,ENSCJAG00000062661
ENSG00000100292,ENSCJAG00000000516
ENSG00000252064,ENSCJAG00000023635
ENSG00000054796,ENSCJAG00000019147
ENSG00000166862,ENSCJAG00000013947
ENSG00000100191,ENSCJAG00000044264
ENSG00000100298,ENSCJAG00000012524
ENSG00000132819,ENSCJAG00000019139
ENSG00000204548,ENSCJAG00000020811
ENSG00000180424,ENSCJAG00000071932
ENSG00000180383,ENSCJAG00000052049
ENSG00000197183,ENSCJAG00000020705
ENSG00000185264,ENSCJAG00000083445
ENSG00000207227,ENSCJAG00000026149
ENSG00000182957,ENSCJAG00000018870
ENSG00000124134,ENSCJAG00000017576
ENSG00000161180,ENSCJAG00000015805
ENSG00000169906,ENSCJAG00000077217
ENSG00000182798,ENSCJAG00000004410
ENSG00000168703,ENSCJAG00000017567
ENSG00000124157,ENSCJAG00000017560
ENSG00000215545,ENSCJAG00000048116
ENSG00000100023,ENSCJAG00000015771
ENSG00000131068,ENSCJAG00000042133
ENSG00000177689,ENSCJAG00000059774
ENSG00000180483,ENSCJAG00000086756
ENSG00000102313,ENSCJAG00000031505
ENSG00000125813,ENSCJAG00000005773
ENSG00000102043,ENSCJAG00000040309
ENSG00000207380,ENSCJAG00000082669
ENSG00000263755,ENSCJAG00000045529
ENSG00000202380,ENSCJAG00000027468
ENSG00000201363,ENSCJAG00000062267
ENSG00000175121,ENSCJAG00000075207
ENSG00000088881,ENSCJAG00000021027
ENSG00000008086,ENSCJAG00000005834
ENSG00000131044,ENSCJAG00000020768
ENSG00000160201,ENSCJAG00000015843
ENSG00000126218,ENSCJAG00000006736
ENSG00000125522,ENSCJAG00000022380
ENSG00000100027,ENSCJAG00000081266
ENSG00000178726,ENSCJAG00000005795
ENSG00000183798,ENSCJAG00000081544
ENSG00000244671,ENSCJAG00000077391
ENSG00000183260,ENSCJAG00000010499
ENSG00000199805,ENSCJAG00000086427
ENSG00000255156,ENSCJAG00000024476
ENSG00000130590,ENSCJAG00000010587
ENSG00000200871,ENSCJAG00000078271
ENSG00000239127,ENSCJAG00000027844
ENSG00000169508,ENSCJAG00000081936
ENSG00000101251,ENSCJAG00000004701
ENSG00000122025,ENSCJAG00000019405
ENSG00000100003,ENSCJAG00000010447
ENSG00000212247,ENSCJAG00000031541
ENSG00000172264,ENSCJAG00000004719
ENSG00000268994,ENSCJAG00000069950
ENSG00000268994,ENSCJAG00000081881
ENSG00000268994,ENSCJAG00000079778
ENSG00000102804,ENSCJAG00000019808
ENSG00000147081,ENSCJAG00000048404
ENSG00000199803,ENSCJAG00000031854
ENSG00000201180,ENSCJAG00000031854
ENSG00000165621,ENSCJAG00000043695
ENSG00000185808,ENSCJAG00000002683
ENSG00000102221,ENSCJAG00000012041
ENSG00000185513,ENSCJAG00000003964
ENSG00000133115,ENSCJAG00000017876
ENSG00000132975,ENSCJAG00000019338
ENSG00000134864,ENSCJAG00000044425
ENSG00000222915,ENSCJAG00000033720
ENSG00000189299,ENSCJAG00000048454
ENSG00000187601,ENSCJAG00000045988
ENSG00000080618,ENSCJAG00000016797
ENSG00000156239,ENSCJAG00000047026
ENSG00000206203,ENSCJAG00000064480
ENSG00000063515,ENSCJAG00000065946
ENSG00000196468,ENSCJAG00000085860
ENSG00000100218,ENSCJAG00000009770
ENSG00000283438,ENSCJAG00000045904
ENSG00000275635,ENSCJAG00000051737
ENSG00000240160,ENSCJAG00000084629
ENSG00000240160,ENSCJAG00000078474
ENSG00000174740,ENSCJAG00000003665
ENSG00000156299,ENSCJAG00000008881
ENSG00000186288,ENSCJAG00000071801
ENSG00000186288,ENSCJAG00000084463
ENSG00000174225,ENSCJAG00000004565
ENSG00000100129,ENSCJAG00000012225
ENSG00000165288,ENSCJAG00000019839
ENSG00000170191,ENSCJAG00000048461
ENSG00000242236,ENSCJAG00000086694
ENSG00000053438,ENSCJAG00000041804
ENSG00000120675,ENSCJAG00000071289
ENSG00000201151,ENSCJAG00000053623
ENSG00000151778,ENSCJAG00000075831
ENSG00000201348,ENSCJAG00000025900
ENSG00000158813,ENSCJAG00000012562
ENSG00000118922,ENSCJAG00000021151
ENSG00000182621,ENSCJAG00000021317
ENSG00000165475,ENSCJAG00000004800
ENSG00000102760,ENSCJAG00000017692
ENSG00000100207,ENSCJAG00000002308
ENSG00000057593,ENSCJAG00000006721
ENSG00000217442,ENSCJAG00000041610
ENSG00000186675,ENSCJAG00000044553
ENSG00000047597,ENSCJAG00000005150
ENSG00000047648,ENSCJAG00000001025
ENSG00000189060,ENSCJAG00000039608
ENSG00000184113,ENSCJAG00000021820
ENSG00000184949,ENSCJAG00000011747
ENSG00000183246,ENSCJAG00000067237
ENSG00000100249,ENSCJAG00000020058
ENSG00000154642,ENSCJAG00000003434
ENSG00000100034,ENSCJAG00000045377
ENSG00000136153,ENSCJAG00000021177
ENSG00000147082,ENSCJAG00000056643
ENSG00000159231,ENSCJAG00000081554
ENSG00000159079,ENSCJAG00000009160
ENSG00000196767,ENSCJAG00000002526
ENSG00000211638,ENSCJAG00000040790
ENSG00000211638,ENSCJAG00000022184
ENSG00000283594,ENSCJAG00000069950
ENSG00000283594,ENSCJAG00000081881
ENSG00000283594,ENSCJAG00000079778
ENSG00000183035,ENSCJAG00000069361
ENSG00000147223,ENSCJAG00000008035
ENSG00000182463,ENSCJAG00000000609
ENSG00000211647,ENSCJAG00000084123
ENSG00000211648,ENSCJAG00000043689
ENSG00000211649,ENSCJAG00000000355
ENSG00000211650,ENSCJAG00000084123
ENSG00000211651,ENSCJAG00000043689
ENSG00000206959,ENSCJAG00000026550
ENSG00000211652,ENSCJAG00000000355
ENSG00000171940,ENSCJAG00000000615
ENSG00000226372,ENSCJAG00000066733
ENSG00000186767,ENSCJAG00000084826
ENSG00000211654,ENSCJAG00000084123
ENSG00000211655,ENSCJAG00000043689
ENSG00000234965,ENSCJAG00000014945
ENSG00000238468,ENSCJAG00000085945
ENSG00000238468,ENSCJAG00000086700
ENSG00000189401,ENSCJAG00000039624
ENSG00000196090,ENSCJAG00000017913
ENSG00000046774,ENSCJAG00000008338
ENSG00000073169,ENSCJAG00000003360
ENSG00000189252,ENSCJAG00000063948
ENSG00000189252,ENSCJAG00000071453
ENSG00000189252,ENSCJAG00000062154
ENSG00000189252,ENSCJAG00000069732
ENSG00000189252,ENSCJAG00000072609
ENSG00000189252,ENSCJAG00000069623
ENSG00000205670,ENSCJAG00000070404
ENSG00000226685,ENSCJAG00000078239
ENSG00000100154,ENSCJAG00000020132
ENSG00000102239,ENSCJAG00000003727
ENSG00000125779,ENSCJAG00000021217
ENSG00000198881,ENSCJAG00000017823
ENSG00000226929,ENSCJAG00000078239
ENSG00000276950,ENSCJAG00000009483
ENSG00000276950,ENSCJAG00000047647
ENSG00000276950,ENSCJAG00000081143
ENSG00000276950,ENSCJAG00000051690
ENSG00000141956,ENSCJAG00000013815
ENSG00000184459,ENSCJAG00000006209
ENSG00000203923,ENSCJAG00000039147
ENSG00000203923,ENSCJAG00000055806
ENSG00000128165,ENSCJAG00000041530
ENSG00000171116,ENSCJAG00000004097
ENSG00000182712,ENSCJAG00000078864
ENSG00000251913,ENSCJAG00000035315
ENSG00000200448,ENSCJAG00000029617
ENSG00000252225,ENSCJAG00000077940
ENSG00000228517,ENSCJAG00000078239
ENSG00000182195,ENSCJAG00000075895
ENSG00000128253,ENSCJAG00000015306
ENSG00000243543,ENSCJAG00000039425
ENSG00000276031,ENSCJAG00000078749
ENSG00000183307,ENSCJAG00000047740
ENSG00000102195,ENSCJAG00000060490
ENSG00000188263,ENSCJAG00000004900
ENSG00000132825,ENSCJAG00000018830
ENSG00000124249,ENSCJAG00000083736
ENSG00000128322,ENSCJAG00000081711
ENSG00000101098,ENSCJAG00000017675
ENSG00000225110,ENSCJAG00000042286
ENSG00000101327,ENSCJAG00000073299
ENSG00000225528,ENSCJAG00000044852
ENSG00000286025,ENSCJAG00000068046
ENSG00000169548,ENSCJAG00000020321
ENSG00000185010,ENSCJAG00000004258
ENSG00000185686,ENSCJAG00000020319
ENSG00000125817,ENSCJAG00000038517
ENSG00000100121,ENSCJAG00000009592
ENSG00000183631,ENSCJAG00000002938
ENSG00000251955,ENSCJAG00000085245
ENSG00000251955,ENSCJAG00000080920
ENSG00000235699,ENSCJAG00000031179
ENSG00000155966,ENSCJAG00000000061
ENSG00000211659,ENSCJAG00000021794
ENSG00000211663,ENSCJAG00000038462
ENSG00000211663,ENSCJAG00000067999
ENSG00000211665,ENSCJAG00000021794
ENSG00000101144,ENSCJAG00000019172
ENSG00000241693,ENSCJAG00000039544
ENSG00000100036,ENSCJAG00000010663
ENSG00000128285,ENSCJAG00000002884
ENSG00000253352,ENSCJAG00000069916
ENSG00000215529,ENSCJAG00000083357
ENSG00000241333,ENSCJAG00000046595
ENSG00000100201,ENSCJAG00000011797
ENSG00000142168,ENSCJAG00000008983
ENSG00000156920,ENSCJAG00000042801
ENSG00000149488,ENSCJAG00000020990
ENSG00000155961,ENSCJAG00000064579
ENSG00000221116,ENSCJAG00000065873
ENSG00000271798,ENSCJAG00000073122
ENSG00000212498,ENSCJAG00000062440
ENSG00000229686,ENSCJAG00000057565
ENSG00000226572,ENSCJAG00000061086
ENSG00000186310,ENSCJAG00000072661
ENSG00000172216,ENSCJAG00000038265
ENSG00000293164,ENSCJAG00000066599
ENSG00000204019,ENSCJAG00000002485
ENSG00000204019,ENSCJAG00000053773
ENSG00000132965,ENSCJAG00000021617
ENSG00000156253,ENSCJAG00000008428
ENSG00000100079,ENSCJAG00000046141
ENSG00000207435,ENSCJAG00000078426
ENSG00000207628,ENSCJAG00000026337
ENSG00000212214,ENSCJAG00000027421
ENSG00000207151,ENSCJAG00000077500
ENSG00000133101,ENSCJAG00000018144
ENSG00000239333,ENSCJAG00000085733
ENSG00000207025,ENSCJAG00000072171
ENSG00000206716,ENSCJAG00000078930
ENSG00000206639,ENSCJAG00000083708
ENSG00000206733,ENSCJAG00000079895
ENSG00000252411,ENSCJAG00000034330
ENSG00000264618,ENSCJAG00000073129
ENSG00000212560,ENSCJAG00000082121
ENSG00000199226,ENSCJAG00000025442
ENSG00000199226,ENSCJAG00000029419
ENSG00000200702,ENSCJAG00000083327
ENSG00000207758,ENSCJAG00000026634
ENSG00000207768,ENSCJAG00000030572
ENSG00000207785,ENSCJAG00000027735
ENSG00000272080,ENSCJAG00000052516
ENSG00000274600,ENSCJAG00000067237
ENSG00000142149,ENSCJAG00000045743
ENSG00000244006,ENSCJAG00000041031
ENSG00000284567,ENSCJAG00000029561
ENSG00000212434,ENSCJAG00000031100
ENSG00000211991,ENSCJAG00000025880
ENSG00000199601,ENSCJAG00000064550
ENSG00000202183,ENSCJAG00000032601
ENSG00000196588,ENSCJAG00000002850
ENSG00000239745,ENSCJAG00000046320
ENSG00000212495,ENSCJAG00000033358
ENSG00000200422,ENSCJAG00000080355
ENSG00000252016,ENSCJAG00000030827
ENSG00000199051,ENSCJAG00000030268
ENSG00000202410,ENSCJAG00000069806
ENSG00000199567,ENSCJAG00000025963
ENSG00000206826,ENSCJAG00000076916
ENSG00000212546,ENSCJAG00000075157
ENSG00000252810,ENSCJAG00000077071
ENSG00000222667,ENSCJAG00000085686
ENSG00000239008,ENSCJAG00000033733
ENSG00000184900,ENSCJAG00000010529
ENSG00000222122,ENSCJAG00000082699
ENSG00000271907,ENSCJAG00000027483
ENSG00000252441,ENSCJAG00000027357
ENSG00000207515,ENSCJAG00000028390
ENSG00000207363,ENSCJAG00000080329
ENSG00000206752,ENSCJAG00000083526
ENSG00000212321,ENSCJAG00000026620
ENSG00000207100,ENSCJAG00000075718
ENSG00000132952,ENSCJAG00000021616
ENSG00000221081,ENSCJAG00000028293
ENSG00000199424,ENSCJAG00000029163
ENSG00000278724,ENSCJAG00000062611
ENSG00000202051,ENSCJAG00000070174
ENSG00000221459,ENSCJAG00000078275
ENSG00000173276,ENSCJAG00000064368
ENSG00000199751,ENSCJAG00000075086
ENSG00000186810,ENSCJAG00000006395
ENSG00000215474,ENSCJAG00000048253
ENSG00000277745,ENSCJAG00000076498
ENSG00000277745,ENSCJAG00000071739
ENSG00000102076,ENSCJAG00000014412
ENSG00000242985,ENSCJAG00000070460
ENSG00000160188,ENSCJAG00000005333
ENSG00000252319,ENSCJAG00000083444
ENSG00000252319,ENSCJAG00000080288
ENSG00000136108,ENSCJAG00000071385
ENSG00000136108,ENSCJAG00000081654
ENSG00000268221,ENSCJAG00000014412
ENSG00000207165,ENSCJAG00000085852
ENSG00000207165,ENSCJAG00000081576
ENSG00000207165,ENSCJAG00000073764
ENSG00000102178,ENSCJAG00000074416
ENSG00000264484,ENSCJAG00000084149
ENSG00000252491,ENSCJAG00000035291
ENSG00000160191,ENSCJAG00000085834
ENSG00000134757,ENSCJAG00000020796
ENSG00000184058,ENSCJAG00000014591
ENSG00000102743,ENSCJAG00000069518
ENSG00000005302,ENSCJAG00000001061
ENSG00000158270,ENSCJAG00000000146
ENSG00000123179,ENSCJAG00000008764
ENSG00000180957,ENSCJAG00000020141
ENSG00000046604,ENSCJAG00000020804
ENSG00000150459,ENSCJAG00000060241
ENSG00000088387,ENSCJAG00000020855
ENSG00000239249,ENSCJAG00000037492
ENSG00000169184,ENSCJAG00000020170
ENSG00000222698,ENSCJAG00000086242
ENSG00000211669,ENSCJAG00000021794
ENSG00000211673,ENSCJAG00000044653
ENSG00000166401,ENSCJAG00000002877
ENSG00000118271,ENSCJAG00000059037
ENSG00000134755,ENSCJAG00000020776
ENSG00000153495,ENSCJAG00000014083
ENSG00000275319,ENSCJAG00000081895
ENSG00000275319,ENSCJAG00000073957
ENSG00000150456,ENSCJAG00000004891
ENSG00000275793,ENSCJAG00000067237
ENSG00000126231,ENSCJAG00000006758
ENSG00000128218,ENSCJAG00000010848
ENSG00000128408,ENSCJAG00000022546
ENSG00000241360,ENSCJAG00000012519
ENSG00000128250,ENSCJAG00000015306
ENSG00000251940,ENSCJAG00000032699
ENSG00000240186,ENSCJAG00000036098
ENSG00000198832,ENSCJAG00000010769
ENSG00000134871,ENSCJAG00000014238
ENSG00000206792,ENSCJAG00000030195
ENSG00000206795,ENSCJAG00000075213
ENSG00000202019,ENSCJAG00000070602
ENSG00000196664,ENSCJAG00000003924
ENSG00000100167,ENSCJAG00000043636
ENSG00000187754,ENSCJAG00000014776
ENSG00000204363,ENSCJAG00000039147
ENSG00000204363,ENSCJAG00000055806
ENSG00000201674,ENSCJAG00000083763
ENSG00000240327,ENSCJAG00000070057
ENSG00000212611,ENSCJAG00000052984
ENSG00000238764,ENSCJAG00000083476
ENSG00000277150,ENSCJAG00000073788
ENSG00000277150,ENSCJAG00000079192
ENSG00000184388,ENSCJAG00000071801
ENSG00000184388,ENSCJAG00000084463
ENSG00000268447,ENSCJAG00000014776
ENSG00000139832,ENSCJAG00000075926
ENSG00000139842,ENSCJAG00000006831
ENSG00000242251,ENSCJAG00000070968
ENSG00000185666,ENSCJAG00000006266
ENSG00000275520,ENSCJAG00000069950
ENSG00000275520,ENSCJAG00000081881
ENSG00000275520,ENSCJAG00000079778
ENSG00000147117,ENSCJAG00000012396
ENSG00000130054,ENSCJAG00000012571
ENSG00000264573,ENSCJAG00000046206
ENSG00000212207,ENSCJAG00000074956
ENSG00000242559,ENSCJAG00000055552
ENSG00000251807,ENSCJAG00000041601
ENSG00000263410,ENSCJAG00000056634
ENSG00000130638,ENSCJAG00000012879
ENSG00000165584,ENSCJAG00000014776
ENSG00000268009,ENSCJAG00000014776
ENSG00000188064,ENSCJAG00000082663
ENSG00000202469,ENSCJAG00000086247
ENSG00000128383,ENSCJAG00000073371
ENSG00000207202,ENSCJAG00000070119
ENSG00000165195,ENSCJAG00000004172
ENSG00000078043,ENSCJAG00000008199
ENSG00000073146,ENSCJAG00000003399
ENSG00000102755,ENSCJAG00000019447
ENSG00000207408,ENSCJAG00000077646
ENSG00000199422,ENSCJAG00000083933
ENSG00000199422,ENSCJAG00000073468
ENSG00000199422,ENSCJAG00000065909
ENSG00000199422,ENSCJAG00000029750
ENSG00000199422,ENSCJAG00000060897
ENSG00000199422,ENSCJAG00000082794
ENSG00000199422,ENSCJAG00000071632
ENSG00000275268,ENSCJAG00000083031
ENSG00000134595,ENSCJAG00000038803
ENSG00000202024,ENSCJAG00000085839
ENSG00000206075,ENSCJAG00000037297
ENSG00000212605,ENSCJAG00000082134
ENSG00000204165,ENSCJAG00000035170
ENSG00000133477,ENSCJAG00000002721
ENSG00000101746,ENSCJAG00000020928
ENSG00000251322,ENSCJAG00000018406
ENSG00000271886,ENSCJAG00000025421
ENSG00000208012,ENSCJAG00000026068
ENSG00000199885,ENSCJAG00000086000
ENSG00000050030,ENSCJAG00000000235
ENSG00000206841,ENSCJAG00000079034
ENSG00000239080,ENSCJAG00000084729
ENSG00000186654,ENSCJAG00000056936
ENSG00000147224,ENSCJAG00000007891
ENSG00000275113,ENSCJAG00000071901
ENSG00000275113,ENSCJAG00000002889
ENSG00000275113,ENSCJAG00000044748
ENSG00000152217,ENSCJAG00000004035
ENSG00000068985,ENSCJAG00000002926
ENSG00000165370,ENSCJAG00000022249
ENSG00000102001,ENSCJAG00000002728
ENSG00000141665,ENSCJAG00000003151
ENSG00000123191,ENSCJAG00000008347
ENSG00000172361,ENSCJAG00000004928
ENSG00000134504,ENSCJAG00000020728
ENSG00000172404,ENSCJAG00000004759
ENSG00000200683,ENSCJAG00000058794
ENSG00000206052,ENSCJAG00000003043
ENSG00000169575,ENSCJAG00000065858
ENSG00000169575,ENSCJAG00000020333
ENSG00000100304,ENSCJAG00000001674
ENSG00000166396,ENSCJAG00000033719
ENSG00000185133,ENSCJAG00000010779
ENSG00000198795,ENSCJAG00000020691
ENSG00000188021,ENSCJAG00000007299
ENSG00000166562,ENSCJAG00000003521
ENSG00000226742,ENSCJAG00000048675
ENSG00000166140,ENSCJAG00000020801
ENSG00000171885,ENSCJAG00000020734
ENSG00000185053,ENSCJAG00000011991
ENSG00000159167,ENSCJAG00000081929
ENSG00000156687,ENSCJAG00000002818
ENSG00000167306,ENSCJAG00000004857
ENSG00000188277,ENSCJAG00000067811
ENSG00000182256,ENSCJAG00000009977
ENSG00000166450,ENSCJAG00000002222
ENSG00000101842,ENSCJAG00000007781
ENSG00000000005,ENSCJAG00000004270
ENSG00000185634,ENSCJAG00000001673
ENSG00000092964,ENSCJAG00000042451
ENSG00000202231,ENSCJAG00000075449
ENSG00000222303,ENSCJAG00000023478
ENSG00000147256,ENSCJAG00000014442
ENSG00000241198,ENSCJAG00000037361
ENSG00000150477,ENSCJAG00000021130
ENSG00000269405,ENSCJAG00000073269
ENSG00000269405,ENSCJAG00000019686
ENSG00000171877,ENSCJAG00000002478
ENSG00000075673,ENSCJAG00000018931
ENSG00000200620,ENSCJAG00000030815
ENSG00000200566,ENSCJAG00000078170
ENSG00000234068,ENSCJAG00000016507
ENSG00000173141,ENSCJAG00000073120
ENSG00000173141,ENSCJAG00000076350
ENSG00000243011,ENSCJAG00000045267
ENSG00000102786,ENSCJAG00000008453
ENSG00000147454,ENSCJAG00000076826
ENSG00000102230,ENSCJAG00000004756
ENSG00000101695,ENSCJAG00000062320
ENSG00000177669,ENSCJAG00000012334
ENSG00000221890,ENSCJAG00000041862
ENSG00000147459,ENSCJAG00000019986
ENSG00000004848,ENSCJAG00000039277
ENSG00000168502,ENSCJAG00000004279
ENSG00000240439,ENSCJAG00000080121
ENSG00000182484,ENSCJAG00000006744
ENSG00000171989,ENSCJAG00000054541
ENSG00000103657,ENSCJAG00000004567
ENSG00000101577,ENSCJAG00000012946
ENSG00000158639,ENSCJAG00000016507
ENSG00000102387,ENSCJAG00000004710
ENSG00000104660,ENSCJAG00000012319
ENSG00000126752,ENSCJAG00000014776
ENSG00000120498,ENSCJAG00000008159
ENSG00000188342,ENSCJAG00000019220
ENSG00000120907,ENSCJAG00000080222
ENSG00000188779,ENSCJAG00000002196
ENSG00000167034,ENSCJAG00000060555
ENSG00000136159,ENSCJAG00000043795
ENSG00000197705,ENSCJAG00000020891
ENSG00000152520,ENSCJAG00000019421
ENSG00000129028,ENSCJAG00000083426
ENSG00000171956,ENSCJAG00000023331
ENSG00000134779,ENSCJAG00000021123
ENSG00000137880,ENSCJAG00000082989
ENSG00000266828,ENSCJAG00000045172
ENSG00000197892,ENSCJAG00000015694
ENSG00000085185,ENSCJAG00000002614
ENSG00000151287,ENSCJAG00000040633
ENSG00000183324,ENSCJAG00000017991
ENSG00000207146,ENSCJAG00000072382
ENSG00000133124,ENSCJAG00000007424
ENSG00000167139,ENSCJAG00000072279
ENSG00000123576,ENSCJAG00000008237
ENSG00000186866,ENSCJAG00000081850
ENSG00000122122,ENSCJAG00000002703
ENSG00000169018,ENSCJAG00000002264
ENSG00000133083,ENSCJAG00000018203
ENSG00000138622,ENSCJAG00000045223
ENSG00000251954,ENSCJAG00000035057
ENSG00000102359,ENSCJAG00000004321
ENSG00000213578,ENSCJAG00000038349
ENSG00000251707,ENSCJAG00000076599
ENSG00000269096,ENSCJAG00000085154
