mouse_gene,macaque_gene
ENSMUSG00000073130,ENSMFAG00000041304
ENSMUSG00000024604,ENSMFAG00000004034
ENSMUSG00000022820,ENSMFAG00000038344
ENSMUSG00000021241,ENSMFAG00000049400
ENSMUSG00000060657,ENSMFAG00000001485
ENSMUSG00000065450,ENSMFAG00000008804
ENSMUSG00000094759,ENSMFAG00000037508
ENSMUSG00000035133,ENSMFAG00000000350
ENSMUSG00000033361,ENSMFAG00000040208
ENSMUSG00000024302,ENSMFAG00000031040
ENSMUSG00000061603,ENSMFAG00000040818
ENSMUSG00000046449,ENSMFAG00000001576
ENSMUSG00000070074,ENSMFAG00000014158
ENSMUSG00000053593,ENSMFAG00000039967
ENSMUSG00000022816,ENSMFAG00000036133
ENSMUSG00000031289,ENSMFAG00000003923
ENSMUSG00000024878,ENSMFAG00000044635
ENSMUSG00000021010,ENSMFAG00000043431
ENSMUSG00000034158,ENSMFAG00000003454
ENSMUSG00000046961,ENSMFAG00000000407
ENSMUSG00000005864,ENSMFAG00000001182
ENSMUSG00000022812,ENSMFAG00000002620
ENSMUSG00000035105,ENSMFAG00000036942
ENSMUSG00002075381,ENSMFAG00000027199
ENSMUSG00000025076,ENSMFAG00000045136
ENSMUSG00002076688,ENSMFAG00000008273
ENSMUSG00000033343,ENSMFAG00000057463
ENSMUSG00000002020,ENSMFAG00000039527
ENSMUSG00000031333,ENSMFAG00000041203
ENSMUSG00000052085,ENSMFAG00000008069
ENSMUSG00000022678,ENSMFAG00000000424
ENSMUSG00000073016,ENSMFAG00000049237
ENSMUSG00000031340,ENSMFAG00000063734
ENSMUSG00000043453,ENSMFAG00000057463
ENSMUSG00000033906,ENSMFAG00000041334
ENSMUSG00000024277,ENSMFAG00000000599
ENSMUSG00000032702,ENSMFAG00000036947
ENSMUSG00000031224,ENSMFAG00000022309
ENSMUSG00000031343,ENSMFAG00000003816
ENSMUSG00000002489,ENSMFAG00000002250
ENSMUSG00000017843,ENSMFAG00000002298
ENSMUSG00000042372,ENSMFAG00000045391
ENSMUSG00000077847,ENSMFAG00000060927
ENSMUSG00000077847,ENSMFAG00000061436
ENSMUSG00000073247,ENSMFAG00000037508
ENSMUSG00000048138,ENSMFAG00000040812
ENSMUSG00000024276,ENSMFAG00000038856
ENSMUSG00000063281,ENSMFAG00000009063
ENSMUSG00000025078,ENSMFAG00000038268
ENSMUSG00000051469,ENSMFAG00000030811
ENSMUSG00000068114,ENSMFAG00000031727
ENSMUSG00000047989,ENSMFAG00000016439
ENSMUSG00000035173,ENSMFAG00000031702
ENSMUSG00000073245,ENSMFAG00000037508
ENSMUSG00000000420,ENSMFAG00000002844
ENSMUSG00000022155,ENSMFAG00000045823
ENSMUSG00000024855,ENSMFAG00000001271
ENSMUSG00000042350,ENSMFAG00000034133
ENSMUSG00000022982,ENSMFAG00000041240
ENSMUSG00000024273,ENSMFAG00000040105
ENSMUSG00000022983,ENSMFAG00000037668
ENSMUSG00000079105,ENSMFAG00000003261
ENSMUSG00000040446,ENSMFAG00000000125
ENSMUSG00000041849,ENSMFAG00000036194
ENSMUSG00000024619,ENSMFAG00000053823
ENSMUSG00000024269,ENSMFAG00000003229
ENSMUSG00000077737,ENSMFAG00000061366
ENSMUSG00000050697,ENSMFAG00000036296
ENSMUSG00000024853,ENSMFAG00000003064
ENSMUSG00000031226,ENSMFAG00000039912
ENSMUSG00000033871,ENSMFAG00000042269
ENSMUSG00000022463,ENSMFAG00000043421
ENSMUSG00000018707,ENSMFAG00000035908
ENSMUSG00000053414,ENSMFAG00000043007
ENSMUSG00000065499,ENSMFAG00000013313
ENSMUSG00000031230,ENSMFAG00000044477
ENSMUSG00002075787,ENSMFAG00000053622
ENSMUSG00000105200,ENSMFAG00000017663
ENSMUSG00000024268,ENSMFAG00000042983
ENSMUSG00000022978,ENSMFAG00000033702
ENSMUSG00000038498,ENSMFAG00000000565
ENSMUSG00000039956,ENSMFAG00000000802
ENSMUSG00000022369,ENSMFAG00000030284
ENSMUSG00000031229,ENSMFAG00000031719
ENSMUSG00000039929,ENSMFAG00000034391
ENSMUSG00000024846,ENSMFAG00000002342
ENSMUSG00000025081,ENSMFAG00000043487
ENSMUSG00000021243,ENSMFAG00000043357
ENSMUSG00000021270,ENSMFAG00000037140
ENSMUSG00000018830,ENSMFAG00000036773
ENSMUSG00000065465,ENSMFAG00000035298
ENSMUSG00000096883,ENSMFAG00000050220
ENSMUSG00000020593,ENSMFAG00000035872
ENSMUSG00000060429,ENSMFAG00000031454
ENSMUSG00000033628,ENSMFAG00000003777
ENSMUSG00000084678,ENSMFAG00000009722
ENSMUSG00000065256,ENSMFAG00000051993
ENSMUSG00000065256,ENSMFAG00000051524
ENSMUSG00000084575,ENSMFAG00000024389
ENSMUSG00000041353,ENSMFAG00000030091
ENSMUSG00000022367,ENSMFAG00000051883
ENSMUSG00000033063,ENSMFAG00000005812
ENSMUSG00000039942,ENSMFAG00000040505
ENSMUSG00000031232,ENSMFAG00000031612
ENSMUSG00000041817,ENSMFAG00000001548
ENSMUSG00000024844,ENSMFAG00000049457
ENSMUSG00000071757,ENSMFAG00000043785
ENSMUSG00000024841,ENSMFAG00000038170
ENSMUSG00000022365,ENSMFAG00000044615
ENSMUSG00000025082,ENSMFAG00000022092
ENSMUSG00000057762,ENSMFAG00000002955
ENSMUSG00000060739,ENSMFAG00000038283
ENSMUSG00000022677,ENSMFAG00000000648
ENSMUSG00000057455,ENSMFAG00000044648
ENSMUSG00000021359,ENSMFAG00000039760
ENSMUSG00000024578,ENSMFAG00000030082
ENSMUSG00000025269,ENSMFAG00000002486
ENSMUSG00000039903,ENSMFAG00000034125
ENSMUSG00000024579,ENSMFAG00000039773
ENSMUSG00000039148,ENSMFAG00000002484
ENSMUSG00000024580,ENSMFAG00000044538
ENSMUSG00000033032,ENSMFAG00000044334
ENSMUSG00000037106,ENSMFAG00000022397
ENSMUSG00000062373,ENSMFAG00000059304
ENSMUSG00000022972,ENSMFAG00000037088
ENSMUSG00000041138,ENSMFAG00000024520
ENSMUSG00000025270,ENSMFAG00000003452
ENSMUSG00000037085,ENSMFAG00000042869
ENSMUSG00000024914,ENSMFAG00000035458
ENSMUSG00000037075,ENSMFAG00000039167
ENSMUSG00000022150,ENSMFAG00000000151
ENSMUSG00000037957,ENSMFAG00000028407
ENSMUSG00000022790,ENSMFAG00000029911
ENSMUSG00000020591,ENSMFAG00000043071
ENSMUSG00000033792,ENSMFAG00000037371
ENSMUSG00000118928,ENSMFAG00000050273
ENSMUSG00000068617,ENSMFAG00000044408
ENSMUSG00000021244,ENSMFAG00000034471
ENSMUSG00000047423,ENSMFAG00000035547
ENSMUSG00000024912,ENSMFAG00000045562
ENSMUSG00000045629,ENSMFAG00000001106
ENSMUSG00000053101,ENSMFAG00000061539
ENSMUSG00000022973,ENSMFAG00000018883
ENSMUSG00000021322,ENSMFAG00000044010
ENSMUSG00000045730,ENSMFAG00000021322
ENSMUSG00000024400,ENSMFAG00000005367
ENSMUSG00000056458,ENSMFAG00000002346
ENSMUSG00000062070,ENSMFAG00000031271
ENSMUSG00000062070,ENSMFAG00000030850
ENSMUSG00000042320,ENSMFAG00000032039
ENSMUSG00002076378,ENSMFAG00000014619
ENSMUSG00000047242,ENSMFAG00000045420
ENSMUSG00000021666,ENSMFAG00000039713
ENSMUSG00000021271,ENSMFAG00000045906
ENSMUSG00000112449,ENSMFAG00000044371
ENSMUSG00000079641,ENSMFAG00000036866
ENSMUSG00000026322,ENSMFAG00000043212
ENSMUSG00000022674,ENSMFAG00000030364
ENSMUSG00000022674,ENSMFAG00000022828
ENSMUSG00000022673,ENSMFAG00000035531
ENSMUSG00000024911,ENSMFAG00000046229
ENSMUSG00000094103,ENSMFAG00000062033
ENSMUSG00000024395,ENSMFAG00000000950
ENSMUSG00000005705,ENSMFAG00000035580
ENSMUSG00000021276,ENSMFAG00000038439
ENSMUSG00000036572,ENSMFAG00000045414
ENSMUSG00000038604,ENSMFAG00000045065
ENSMUSG00000022974,ENSMFAG00000002885
ENSMUSG00000024910,ENSMFAG00000002290
ENSMUSG00000052229,ENSMFAG00000036834
ENSMUSG00000024388,ENSMFAG00000062671
ENSMUSG00000021938,ENSMFAG00000032728
ENSMUSG00000016409,ENSMFAG00000003304
ENSMUSG00000004789,ENSMFAG00000030177
ENSMUSG00000050891,ENSMFAG00000037399
ENSMUSG00000005698,ENSMFAG00000001212
ENSMUSG00000024909,ENSMFAG00000033077
ENSMUSG00000036551,ENSMFAG00000000582
ENSMUSG00000016427,ENSMFAG00000039738
ENSMUSG00000036537,ENSMFAG00000018472
ENSMUSG00000055639,ENSMFAG00000032114
ENSMUSG00000031618,ENSMFAG00000033681
ENSMUSG00000039851,ENSMFAG00000036953
ENSMUSG00000024384,ENSMFAG00000016975
ENSMUSG00000022708,ENSMFAG00000046230
ENSMUSG00000022354,ENSMFAG00000003181
ENSMUSG00000022149,ENSMFAG00000039299
ENSMUSG00000079108,ENSMFAG00000044371
ENSMUSG00000022148,ENSMFAG00000038840
ENSMUSG00000040123,ENSMFAG00000054215
ENSMUSG00000036523,ENSMFAG00000050503
ENSMUSG00000036523,ENSMFAG00000044386
ENSMUSG00000052821,ENSMFAG00000053095
ENSMUSG00000031592,ENSMFAG00000030579
ENSMUSG00000024906,ENSMFAG00000035399
ENSMUSG00000021665,ENSMFAG00000003959
ENSMUSG00000037572,ENSMFAG00000032915
ENSMUSG00000024383,ENSMFAG00000037837
ENSMUSG00000065733,ENSMFAG00000047372
ENSMUSG00000022353,ENSMFAG00000045642
ENSMUSG00000055341,ENSMFAG00000065435
ENSMUSG00000057842,ENSMFAG00000065435
ENSMUSG00000024382,ENSMFAG00000003370
ENSMUSG00000049929,ENSMFAG00000025015
ENSMUSG00000021366,ENSMFAG00000032343
ENSMUSG00000050921,ENSMFAG00000065797
ENSMUSG00000056185,ENSMFAG00000003675
ENSMUSG00000071552,ENSMFAG00000053321
ENSMUSG00000021367,ENSMFAG00000038328
ENSMUSG00000021022,ENSMFAG00000033038
ENSMUSG00000109238,ENSMFAG00000000535
ENSMUSG00000024135,ENSMFAG00000042026
ENSMUSG00000041852,ENSMFAG00000003509
ENSMUSG00000090523,ENSMFAG00000003980
ENSMUSG00000021662,ENSMFAG00000043970
ENSMUSG00000019235,ENSMFAG00000037597
ENSMUSG00000024379,ENSMFAG00000002132
ENSMUSG00000038299,ENSMFAG00000001782
ENSMUSG00000100937,ENSMFAG00000058292
ENSMUSG00000024922,ENSMFAG00000056656
ENSMUSG00000050310,ENSMFAG00000032530
ENSMUSG00000084648,ENSMFAG00000004711
ENSMUSG00000084648,ENSMFAG00000056578
ENSMUSG00000084648,ENSMFAG00000033815
ENSMUSG00000048379,ENSMFAG00000056239
ENSMUSG00000004791,ENSMFAG00000044494
ENSMUSG00000049562,ENSMFAG00000031665
ENSMUSG00000073008,ENSMFAG00000048513
ENSMUSG00000038000,ENSMFAG00000038023
ENSMUSG00000021945,ENSMFAG00000031877
ENSMUSG00000024925,ENSMFAG00000038096
ENSMUSG00000071267,ENSMFAG00000042028
ENSMUSG00000053347,ENSMFAG00000042028
ENSMUSG00000021275,ENSMFAG00000033854
ENSMUSG00000063383,ENSMFAG00000042028
ENSMUSG00000024921,ENSMFAG00000058821
ENSMUSG00000096433,ENSMFAG00000042028
ENSMUSG00000117284,ENSMFAG00000042028
ENSMUSG00000033972,ENSMFAG00000042028
ENSMUSG00000021840,ENSMFAG00000044107
ENSMUSG00000031239,ENSMFAG00000037997
ENSMUSG00000038128,ENSMFAG00000036872
ENSMUSG00000050335,ENSMFAG00000055901
ENSMUSG00000031591,ENSMFAG00000039553
ENSMUSG00000071266,ENSMFAG00000042028
ENSMUSG00002075498,ENSMFAG00000040714
ENSMUSG00000024378,ENSMFAG00000030560
ENSMUSG00000037689,ENSMFAG00000002875
ENSMUSG00000004788,ENSMFAG00000043749
ENSMUSG00000024143,ENSMFAG00000054514
ENSMUSG00000042834,ENSMFAG00000062127
ENSMUSG00000021023,ENSMFAG00000001453
ENSMUSG00000022064,ENSMFAG00000039458
ENSMUSG00000087651,ENSMFAG00000049727
ENSMUSG00000031241,ENSMFAG00000000575
ENSMUSG00000024376,ENSMFAG00000000281
ENSMUSG00000024145,ENSMFAG00000043629
ENSMUSG00000022705,ENSMFAG00000037060
ENSMUSG00000005699,ENSMFAG00000030985
ENSMUSG00000039031,ENSMFAG00000002561
ENSMUSG00000037531,ENSMFAG00000053669
ENSMUSG00000037531,ENSMFAG00000039679
ENSMUSG00000024146,ENSMFAG00000037609
ENSMUSG00000059586,ENSMFAG00000042438
ENSMUSG00000039167,ENSMFAG00000032806
ENSMUSG00000022671,ENSMFAG00000004020
ENSMUSG00000031590,ENSMFAG00000042873
ENSMUSG00000031590,ENSMFAG00000031178
ENSMUSG00002074987,ENSMFAG00000006999
ENSMUSG00000020171,ENSMFAG00000041089
ENSMUSG00000037104,ENSMFAG00000030827
ENSMUSG00000041974,ENSMFAG00000043945
ENSMUSG00000032501,ENSMFAG00000002866
ENSMUSG00000059142,ENSMFAG00000042028
ENSMUSG00000007817,ENSMFAG00000043959
ENSMUSG00000054728,ENSMFAG00000039842
ENSMUSG00000013155,ENSMFAG00000031412
ENSMUSG00000058099,ENSMFAG00000065792
ENSMUSG00000020177,ENSMFAG00000054766
ENSMUSG00000041482,ENSMFAG00000030895
ENSMUSG00000027673,ENSMFAG00000042220
ENSMUSG00002075771,ENSMFAG00000015681
ENSMUSG00000088312,ENSMFAG00000052068
ENSMUSG00000088312,ENSMFAG00000063665
ENSMUSG00000021245,ENSMFAG00000043843
ENSMUSG00000013158,ENSMFAG00000044426
ENSMUSG00000037148,ENSMFAG00000039963
ENSMUSG00000024150,ENSMFAG00000061552
ENSMUSG00000019899,ENSMFAG00000039270
ENSMUSG00000073007,ENSMFAG00000059694
ENSMUSG00000030131,ENSMFAG00000039543
ENSMUSG00000030131,ENSMFAG00000036700
ENSMUSG00000054414,ENSMFAG00000043538
ENSMUSG00000041957,ENSMFAG00000045800
ENSMUSG00000063663,ENSMFAG00000043437
ENSMUSG00000028037,ENSMFAG00000037846
ENSMUSG00000008822,ENSMFAG00000030959
ENSMUSG00000008822,ENSMFAG00000042252
ENSMUSG00000022792,ENSMFAG00000032763
ENSMUSG00000071749,ENSMFAG00000000394
ENSMUSG00000071749,ENSMFAG00000031405
ENSMUSG00000071749,ENSMFAG00000044396
ENSMUSG00000045064,ENSMFAG00000013902
ENSMUSG00000077511,ENSMFAG00000015604
ENSMUSG00000005148,ENSMFAG00000053753
ENSMUSG00000022146,ENSMFAG00000014306
ENSMUSG00000030235,ENSMFAG00000032248
ENSMUSG00000034290,ENSMFAG00000037572
ENSMUSG00000036304,ENSMFAG00000040621
ENSMUSG00000039146,ENSMFAG00000035946
ENSMUSG00000072294,ENSMFAG00000002684
ENSMUSG00000028036,ENSMFAG00000041229
ENSMUSG00000036918,ENSMFAG00000040123
ENSMUSG00000022967,ENSMFAG00000043614
ENSMUSG00000088160,ENSMFAG00000047626
ENSMUSG00000088160,ENSMFAG00000007247
ENSMUSG00000056900,ENSMFAG00000042834
ENSMUSG00000021248,ENSMFAG00000031081
ENSMUSG00000037544,ENSMFAG00000035988
ENSMUSG00000021250,ENSMFAG00000014606
ENSMUSG00000061458,ENSMFAG00000041289
ENSMUSG00000031651,ENSMFAG00000033726
ENSMUSG00000094491,ENSMFAG00000065383
ENSMUSG00000094491,ENSMFAG00000052277
ENSMUSG00000094491,ENSMFAG00000065352
ENSMUSG00000094491,ENSMFAG00000039544
ENSMUSG00000031245,ENSMFAG00000043155
ENSMUSG00000096580,ENSMFAG00000065383
ENSMUSG00000096580,ENSMFAG00000052277
ENSMUSG00000096580,ENSMFAG00000065352
ENSMUSG00000096580,ENSMFAG00000039544
ENSMUSG00000076505,ENSMFAG00000065383
ENSMUSG00000076505,ENSMFAG00000052277
ENSMUSG00000076505,ENSMFAG00000065352
ENSMUSG00000076505,ENSMFAG00000039544
ENSMUSG00000072568,ENSMFAG00000033576
ENSMUSG00000027963,ENSMFAG00000001251
ENSMUSG00000119240,ENSMFAG00000047343
ENSMUSG00000022965,ENSMFAG00000001717
ENSMUSG00000031246,ENSMFAG00000031027
ENSMUSG00000076508,ENSMFAG00000011926
ENSMUSG00000094345,ENSMFAG00000038656
ENSMUSG00000091490,ENSMFAG00000037189
ENSMUSG00000022347,ENSMFAG00000039186
ENSMUSG00000096632,ENSMFAG00000038656
ENSMUSG00000021368,ENSMFAG00000040608
ENSMUSG00000030236,ENSMFAG00000037163
ENSMUSG00000036502,ENSMFAG00000036306
ENSMUSG00000011179,ENSMFAG00000038147
ENSMUSG00000011179,ENSMFAG00000030175
ENSMUSG00000022964,ENSMFAG00000014271
ENSMUSG00000022964,ENSMFAG00000057725
ENSMUSG00000058586,ENSMFAG00000020523
ENSMUSG00000058586,ENSMFAG00000033348
ENSMUSG00000037134,ENSMFAG00000033194
ENSMUSG00000036292,ENSMFAG00000032955
ENSMUSG00000076512,ENSMFAG00000038656
ENSMUSG00000036557,ENSMFAG00000028787
ENSMUSG00000095497,ENSMFAG00000065383
ENSMUSG00000095497,ENSMFAG00000052277
ENSMUSG00000095497,ENSMFAG00000065352
ENSMUSG00000095497,ENSMFAG00000039544
ENSMUSG00000039131,ENSMFAG00000059582
ENSMUSG00000084927,ENSMFAG00000039081
ENSMUSG00000071379,ENSMFAG00000044146
ENSMUSG00000076514,ENSMFAG00000011926
ENSMUSG00000094872,ENSMFAG00000038656
ENSMUSG00000036438,ENSMFAG00000024195
ENSMUSG00000036438,ENSMFAG00000003711
ENSMUSG00000036438,ENSMFAG00000039878
ENSMUSG00002075997,ENSMFAG00000051610
ENSMUSG00002075997,ENSMFAG00000024092
ENSMUSG00002075997,ENSMFAG00000057820
ENSMUSG00002075997,ENSMFAG00000058618
ENSMUSG00002075997,ENSMFAG00000056003
ENSMUSG00002075997,ENSMFAG00000055172
ENSMUSG00002075997,ENSMFAG00000065822
ENSMUSG00002075997,ENSMFAG00000056102
ENSMUSG00000051176,ENSMFAG00000064952
ENSMUSG00000094335,ENSMFAG00000065383
ENSMUSG00000094335,ENSMFAG00000052277
ENSMUSG00000094335,ENSMFAG00000065352
ENSMUSG00000094335,ENSMFAG00000039544
ENSMUSG00000030237,ENSMFAG00000039081
ENSMUSG00000051335,ENSMFAG00000003241
ENSMUSG00000028035,ENSMFAG00000039494
ENSMUSG00000037415,ENSMFAG00000035893
ENSMUSG00000065907,ENSMFAG00000021640
ENSMUSG00000056854,ENSMFAG00000027128
ENSMUSG00000005371,ENSMFAG00000030637
ENSMUSG00000016327,ENSMFAG00000040089
ENSMUSG00000062518,ENSMFAG00000042028
ENSMUSG00000078495,ENSMFAG00000042028
ENSMUSG00000022346,ENSMFAG00000034186
ENSMUSG00000076518,ENSMFAG00000049936
ENSMUSG00000076518,ENSMFAG00000060618
ENSMUSG00000076518,ENSMFAG00000040100
ENSMUSG00000028517,ENSMFAG00000026668
ENSMUSG00000027962,ENSMFAG00000028887
ENSMUSG00000095771,ENSMFAG00000038656
ENSMUSG00000093861,ENSMFAG00000065383
ENSMUSG00000093861,ENSMFAG00000052277
ENSMUSG00000093861,ENSMFAG00000065352
ENSMUSG00000093861,ENSMFAG00000039544
ENSMUSG00000029022,ENSMFAG00000041460
ENSMUSG00000033083,ENSMFAG00000045534
ENSMUSG00000054021,ENSMFAG00000000178
ENSMUSG00000016534,ENSMFAG00000026553
ENSMUSG00000105606,ENSMFAG00000063656
ENSMUSG00000105606,ENSMFAG00000061713
ENSMUSG00000105606,ENSMFAG00000052052
ENSMUSG00000105606,ENSMFAG00000064934
ENSMUSG00000105606,ENSMFAG00000056513
ENSMUSG00000105606,ENSMFAG00000058187
ENSMUSG00000105606,ENSMFAG00000031147
ENSMUSG00000105606,ENSMFAG00000062956
ENSMUSG00000105606,ENSMFAG00000057272
ENSMUSG00000105606,ENSMFAG00000047682
ENSMUSG00000105606,ENSMFAG00000050464
ENSMUSG00000105606,ENSMFAG00000050058
ENSMUSG00000105606,ENSMFAG00000059474
ENSMUSG00000105606,ENSMFAG00000060813
ENSMUSG00000105606,ENSMFAG00000050316
ENSMUSG00000105606,ENSMFAG00000027449
ENSMUSG00000039763,ENSMFAG00000030067
ENSMUSG00000079025,ENSMFAG00000001675
ENSMUSG00000031617,ENSMFAG00000039107
ENSMUSG00000052459,ENSMFAG00000049217
ENSMUSG00000052459,ENSMFAG00000000045
ENSMUSG00000076523,ENSMFAG00000057808
ENSMUSG00000076523,ENSMFAG00000053883
ENSMUSG00000076523,ENSMFAG00000051441
ENSMUSG00000076523,ENSMFAG00000052666
ENSMUSG00000076523,ENSMFAG00000047347
ENSMUSG00000076523,ENSMFAG00000061592
ENSMUSG00000076523,ENSMFAG00000050879
ENSMUSG00000076523,ENSMFAG00000061399
ENSMUSG00000076523,ENSMFAG00000065592
ENSMUSG00000076523,ENSMFAG00000062269
ENSMUSG00000076523,ENSMFAG00000011559
ENSMUSG00000076523,ENSMFAG00000058209
ENSMUSG00000076523,ENSMFAG00000061053
ENSMUSG00000076523,ENSMFAG00000056770
ENSMUSG00000076523,ENSMFAG00000056481
ENSMUSG00000076523,ENSMFAG00000056119
ENSMUSG00000076523,ENSMFAG00000064836
ENSMUSG00000076523,ENSMFAG00000054845
ENSMUSG00000076523,ENSMFAG00000054305
ENSMUSG00000076523,ENSMFAG00000053411
ENSMUSG00000076523,ENSMFAG00000057211
ENSMUSG00000076523,ENSMFAG00000053673
ENSMUSG00000076523,ENSMFAG00000011358
ENSMUSG00000106403,ENSMFAG00000055732
ENSMUSG00000106403,ENSMFAG00000050340
ENSMUSG00000106403,ENSMFAG00000063663
ENSMUSG00000106403,ENSMFAG00000061658
ENSMUSG00000106403,ENSMFAG00000051872
ENSMUSG00000106403,ENSMFAG00000050284
ENSMUSG00000049792,ENSMFAG00000046271
ENSMUSG00000041698,ENSMFAG00000039081
ENSMUSG00000037787,ENSMFAG00000040670
ENSMUSG00000031893,ENSMFAG00000035364
ENSMUSG00000054263,ENSMFAG00000036647
ENSMUSG00000033502,ENSMFAG00000000724
ENSMUSG00000021028,ENSMFAG00000043899
ENSMUSG00000034617,ENSMFAG00000036712
ENSMUSG00000031616,ENSMFAG00000033903
ENSMUSG00002074857,ENSMFAG00000034755
ENSMUSG00000001496,ENSMFAG00000046342
ENSMUSG00000020183,ENSMFAG00000040543
ENSMUSG00000029020,ENSMFAG00000045034
ENSMUSG00000031990,ENSMFAG00000038555
ENSMUSG00000094420,ENSMFAG00000038656
ENSMUSG00000058669,ENSMFAG00000057996
ENSMUSG00000087761,ENSMFAG00000048009
ENSMUSG00000001497,ENSMFAG00000004012
ENSMUSG00000036672,ENSMFAG00000000806
ENSMUSG00000094902,ENSMFAG00000038656
ENSMUSG00000096490,ENSMFAG00000038656
ENSMUSG00000088791,ENSMFAG00000006147
ENSMUSG00000034998,ENSMFAG00000041347
ENSMUSG00000035472,ENSMFAG00000044432
ENSMUSG00000076531,ENSMFAG00000048121
ENSMUSG00000025262,ENSMFAG00000036765
ENSMUSG00000025262,ENSMFAG00000033009
ENSMUSG00000076532,ENSMFAG00000048121
ENSMUSG00000035620,ENSMFAG00000002768
ENSMUSG00000076533,ENSMFAG00000048121
ENSMUSG00000034709,ENSMFAG00000032105
ENSMUSG00000076535,ENSMFAG00000065383
ENSMUSG00000076535,ENSMFAG00000052277
ENSMUSG00000076535,ENSMFAG00000065352
ENSMUSG00000076535,ENSMFAG00000039544
ENSMUSG00000063200,ENSMFAG00000017762
ENSMUSG00000088656,ENSMFAG00000006142
ENSMUSG00000005871,ENSMFAG00000041277
ENSMUSG00000105630,ENSMFAG00000038656
ENSMUSG00000021288,ENSMFAG00000030493
ENSMUSG00000036442,ENSMFAG00000048024
ENSMUSG00000037101,ENSMFAG00000046354
ENSMUSG00000079263,ENSMFAG00000039081
ENSMUSG00000022789,ENSMFAG00000006058
ENSMUSG00000098207,ENSMFAG00000028826
ENSMUSG00000027784,ENSMFAG00000041769
ENSMUSG00000064416,ENSMFAG00000029401
ENSMUSG00000031095,ENSMFAG00000042209
ENSMUSG00000037536,ENSMFAG00000009535
ENSMUSG00000021532,ENSMFAG00000040312
ENSMUSG00000031511,ENSMFAG00000003018
ENSMUSG00000050035,ENSMFAG00000036971
ENSMUSG00000033855,ENSMFAG00000058922
ENSMUSG00000043300,ENSMFAG00000059346
ENSMUSG00000060935,ENSMFAG00000041360
ENSMUSG00000027787,ENSMFAG00000040934
ENSMUSG00000049038,ENSMFAG00000029443
ENSMUSG00000024154,ENSMFAG00000003441
ENSMUSG00000020038,ENSMFAG00000041111
ENSMUSG00000079262,ENSMFAG00000039081
ENSMUSG00000024107,ENSMFAG00000032456
ENSMUSG00000046351,ENSMFAG00000017291
ENSMUSG00000020184,ENSMFAG00000042359
ENSMUSG00000021973,ENSMFAG00000042651
ENSMUSG00000032937,ENSMFAG00000029660
ENSMUSG00000058499,ENSMFAG00000035634
ENSMUSG00000066878,ENSMFAG00000007530
ENSMUSG00000066878,ENSMFAG00000037262
ENSMUSG00000040490,ENSMFAG00000042060
ENSMUSG00000021974,ENSMFAG00000036769
ENSMUSG00000064120,ENSMFAG00000030647
ENSMUSG00000027674,ENSMFAG00000036976
ENSMUSG00000021534,ENSMFAG00000036254
ENSMUSG00000056293,ENSMFAG00000001675
ENSMUSG00000036376,ENSMFAG00000038140
ENSMUSG00000037526,ENSMFAG00000045831
ENSMUSG00000000706,ENSMFAG00000002197
ENSMUSG00000047102,ENSMFAG00000061425
ENSMUSG00000063975,ENSMFAG00000039081
ENSMUSG00000019055,ENSMFAG00000037610
ENSMUSG00000024583,ENSMFAG00000042132
ENSMUSG00000084714,ENSMFAG00000014245
ENSMUSG00000055827,ENSMFAG00000001675
ENSMUSG00000021536,ENSMFAG00000001655
ENSMUSG00000044703,ENSMFAG00000044828
ENSMUSG00000008590,ENSMFAG00000002022
ENSMUSG00000051917,ENSMFAG00000030123
ENSMUSG00000046782,ENSMFAG00000038734
ENSMUSG00000041681,ENSMFAG00000041436
ENSMUSG00000091649,ENSMFAG00000044828
ENSMUSG00000040260,ENSMFAG00000036168
ENSMUSG00000062257,ENSMFAG00000037095
ENSMUSG00000044496,ENSMFAG00000037555
ENSMUSG00000055748,ENSMFAG00000001675
ENSMUSG00000021287,ENSMFAG00000045469
ENSMUSG00000061887,ENSMFAG00000031124
ENSMUSG00000060181,ENSMFAG00000004066
ENSMUSG00000068245,ENSMFAG00000044828
ENSMUSG00000019889,ENSMFAG00000038674
ENSMUSG00000071506,ENSMFAG00000042061
ENSMUSG00000038546,ENSMFAG00000032796
ENSMUSG00000020258,ENSMFAG00000033123
ENSMUSG00000042961,ENSMFAG00000001590
ENSMUSG00000041671,ENSMFAG00000000929
ENSMUSG00000020986,ENSMFAG00000035158
ENSMUSG00000040560,ENSMFAG00000033483
ENSMUSG00000025525,ENSMFAG00000042547
ENSMUSG00000023999,ENSMFAG00000040076
ENSMUSG00000029863,ENSMFAG00000042207
ENSMUSG00000091144,ENSMFAG00000044828
ENSMUSG00000060121,ENSMFAG00000014362
ENSMUSG00000022698,ENSMFAG00000041301
ENSMUSG00000000355,ENSMFAG00000062761
ENSMUSG00000024926,ENSMFAG00000001136
ENSMUSG00000065315,ENSMFAG00000010619
ENSMUSG00002075822,ENSMFAG00000005072
ENSMUSG00000071350,ENSMFAG00000032631
ENSMUSG00000076571,ENSMFAG00000058944
ENSMUSG00000076571,ENSMFAG00000011337
ENSMUSG00000065407,ENSMFAG00000004266
ENSMUSG00000039316,ENSMFAG00000043580
ENSMUSG00000104769,ENSMFAG00000051684
ENSMUSG00000021371,ENSMFAG00000052482
ENSMUSG00000059974,ENSMFAG00000044135
