marmoset_gene,macaque_gene
ENSCJAG00000083356,ENSMFAG00000049440
ENSCJAG00000058746,ENSMFAG00000062532
ENSCJAG00000001414,ENSMFAG00000033432
ENSCJAG00000079211,ENSMFAG00000055099
ENSCJAG00000002043,ENSMFAG00000031804
ENSCJAG00000061765,ENSMFAG00000065742
ENSCJAG00000043689,ENSMFAG00000065297
ENSCJAG00000084642,ENSMFAG00000055240
ENSCJAG00000084642,ENSMFAG00000049240
ENSCJAG00000084642,ENSMFAG00000060328
ENSCJAG00000045877,ENSMFAG00000047182
ENSCJAG00000080780,ENSMFAG00000061795
ENSCJAG00000020578,ENSMFAG00000036140
ENSCJAG00000086269,ENSMFAG00000014696
ENSCJAG00000062893,ENSMFAG00000062109
ENSCJAG00000065215,ENSMFAG00000002889
ENSCJAG00000036709,ENSMFAG00000029794
ENSCJAG00000079319,ENSMFAG00000060919
ENSCJAG00000079319,ENSMFAG00000058044
ENSCJAG00000079319,ENSMFAG00000064357
ENSCJAG00000079319,ENSMFAG00000053502
ENSCJAG00000079319,ENSMFAG00000050881
ENSCJAG00000079319,ENSMFAG00000056019
ENSCJAG00000079319,ENSMFAG00000055958
ENSCJAG00000079319,ENSMFAG00000050842
ENSCJAG00000003402,ENSMFAG00000034424
ENSCJAG00000046872,ENSMFAG00000055663
ENSCJAG00000001333,ENSMFAG00000044319
ENSCJAG00000068519,ENSMFAG00000000443
ENSCJAG00000027196,ENSMFAG00000010595
ENSCJAG00000078770,ENSMFAG00000058686
ENSCJAG00000063123,ENSMFAG00000055974
ENSCJAG00000020321,ENSMFAG00000061080
ENSCJAG00000083366,ENSMFAG00000058581
ENSCJAG00000083366,ENSMFAG00000052218
ENSCJAG00000083366,ENSMFAG00000057173
ENSCJAG00000083366,ENSMFAG00000051854
ENSCJAG00000083366,ENSMFAG00000047996
ENSCJAG00000083366,ENSMFAG00000052648
ENSCJAG00000083366,ENSMFAG00000063887
ENSCJAG00000083366,ENSMFAG00000052304
ENSCJAG00000015075,ENSMFAG00000036519
ENSCJAG00000013918,ENSMFAG00000031461
ENSCJAG00000083687,ENSMFAG00000060994
ENSCJAG00000017168,ENSMFAG00000003359
ENSCJAG00000017700,ENSMFAG00000041437
ENSCJAG00000006906,ENSMFAG00000032943
ENSCJAG00000018426,ENSMFAG00000043911
ENSCJAG00000005997,ENSMFAG00000000203
ENSCJAG00000067211,ENSMFAG00000037978
ENSCJAG00000077716,ENSMFAG00000054249
ENSCJAG00000085372,ENSMFAG00000016805
ENSCJAG00000008473,ENSMFAG00000032310
ENSCJAG00000078957,ENSMFAG00000052214
ENSCJAG00000018926,ENSMFAG00000029978
ENSCJAG00000008633,ENSMFAG00000042055
ENSCJAG00000076822,ENSMFAG00000038784
ENSCJAG00000020319,ENSMFAG00000002463
ENSCJAG00000009326,ENSMFAG00000001076
ENSCJAG00000035250,ENSMFAG00000015591
ENSCJAG00000020104,ENSMFAG00000044303
ENSCJAG00000076442,ENSMFAG00000034249
ENSCJAG00000087100,ENSMFAG00000052275
ENSCJAG00000087100,ENSMFAG00000055972
ENSCJAG00000087100,ENSMFAG00000048262
ENSCJAG00000087100,ENSMFAG00000058781
ENSCJAG00000087100,ENSMFAG00000049881
ENSCJAG00000087100,ENSMFAG00000064185
ENSCJAG00000087100,ENSMFAG00000055175
ENSCJAG00000087100,ENSMFAG00000054018
ENSCJAG00000087100,ENSMFAG00000061610
ENSCJAG00000019224,ENSMFAG00000001384
ENSCJAG00000052202,ENSMFAG00000003707
ENSCJAG00000052202,ENSMFAG00000003497
ENSCJAG00000015420,ENSMFAG00000003446
ENSCJAG00000011196,ENSMFAG00000031540
ENSCJAG00000000040,ENSMFAG00000039601
ENSCJAG00000080403,ENSMFAG00000011310
ENSCJAG00000021327,ENSMFAG00000003845
ENSCJAG00000079074,ENSMFAG00000059008
ENSCJAG00000043126,ENSMFAG00000021850
ENSCJAG00000011528,ENSMFAG00000008006
ENSCJAG00000010583,ENSMFAG00000001245
ENSCJAG00000018960,ENSMFAG00000029536
ENSCJAG00000042660,ENSMFAG00000000507
ENSCJAG00000067999,ENSMFAG00000029556
ENSCJAG00000067999,ENSMFAG00000025896
ENSCJAG00000067999,ENSMFAG00000049020
ENSCJAG00000085737,ENSMFAG00000055100
ENSCJAG00000038687,ENSMFAG00000041346
ENSCJAG00000084684,ENSMFAG00000052275
ENSCJAG00000084684,ENSMFAG00000055972
ENSCJAG00000084684,ENSMFAG00000048262
ENSCJAG00000084684,ENSMFAG00000058781
ENSCJAG00000084684,ENSMFAG00000049881
ENSCJAG00000084684,ENSMFAG00000064185
ENSCJAG00000084684,ENSMFAG00000055175
ENSCJAG00000084684,ENSMFAG00000054018
ENSCJAG00000084684,ENSMFAG00000061610
ENSCJAG00000015064,ENSMFAG00000062412
ENSCJAG00000014479,ENSMFAG00000038042
ENSCJAG00000017707,ENSMFAG00000037119
ENSCJAG00000076737,ENSMFAG00000056367
ENSCJAG00000076737,ENSMFAG00000060817
ENSCJAG00000080112,ENSMFAG00000035597
ENSCJAG00000078187,ENSMFAG00000035439
ENSCJAG00000065189,ENSMFAG00000033810
ENSCJAG00000016659,ENSMFAG00000034607
ENSCJAG00000001448,ENSMFAG00000001017
ENSCJAG00000003690,ENSMFAG00000045777
ENSCJAG00000066900,ENSMFAG00000059040
ENSCJAG00000005304,ENSMFAG00000043874
ENSCJAG00000063647,ENSMFAG00000055984
ENSCJAG00000063647,ENSMFAG00000003796
ENSCJAG00000003236,ENSMFAG00000037167
ENSCJAG00000083551,ENSMFAG00000014343
ENSCJAG00000011596,ENSMFAG00000057459
ENSCJAG00000001303,ENSMFAG00000035333
ENSCJAG00000073560,ENSMFAG00000033113
ENSCJAG00000065339,ENSMFAG00000044943
ENSCJAG00000022250,ENSMFAG00000043677
ENSCJAG00000008519,ENSMFAG00000041854
ENSCJAG00000003322,ENSMFAG00000034798
ENSCJAG00000045851,ENSMFAG00000023831
ENSCJAG00000007818,ENSMFAG00000041859
ENSCJAG00000018440,ENSMFAG00000001152
ENSCJAG00000085532,ENSMFAG00000052275
ENSCJAG00000085532,ENSMFAG00000055972
ENSCJAG00000085532,ENSMFAG00000048262
ENSCJAG00000085532,ENSMFAG00000058781
ENSCJAG00000085532,ENSMFAG00000049881
ENSCJAG00000085532,ENSMFAG00000064185
ENSCJAG00000085532,ENSMFAG00000055175
ENSCJAG00000085532,ENSMFAG00000054018
ENSCJAG00000085532,ENSMFAG00000061610
ENSCJAG00000001452,ENSMFAG00000036873
ENSCJAG00000048610,ENSMFAG00000034416
ENSCJAG00000070781,ENSMFAG00000035715
ENSCJAG00000070450,ENSMFAG00000001622
ENSCJAG00000038462,ENSMFAG00000029556
ENSCJAG00000038462,ENSMFAG00000025896
ENSCJAG00000038462,ENSMFAG00000049020
ENSCJAG00000020078,ENSMFAG00000046283
ENSCJAG00000018973,ENSMFAG00000041928
ENSCJAG00000015391,ENSMFAG00000044175
ENSCJAG00000085908,ENSMFAG00000052275
ENSCJAG00000085908,ENSMFAG00000055972
ENSCJAG00000085908,ENSMFAG00000048262
ENSCJAG00000085908,ENSMFAG00000058781
ENSCJAG00000085908,ENSMFAG00000049881
ENSCJAG00000085908,ENSMFAG00000064185
ENSCJAG00000085908,ENSMFAG00000055175
ENSCJAG00000085908,ENSMFAG00000054018
ENSCJAG00000085908,ENSMFAG00000061610
ENSCJAG00000045189,ENSMFAG00000041756
ENSCJAG00000021795,ENSMFAG00000035597
ENSCJAG00000001951,ENSMFAG00000040186
ENSCJAG00000076681,ENSMFAG00000065757
ENSCJAG00000005969,ENSMFAG00000003574
ENSCJAG00000075819,ENSMFAG00000052275
ENSCJAG00000075819,ENSMFAG00000055972
ENSCJAG00000075819,ENSMFAG00000048262
ENSCJAG00000075819,ENSMFAG00000058781
ENSCJAG00000075819,ENSMFAG00000049881
ENSCJAG00000075819,ENSMFAG00000064185
ENSCJAG00000075819,ENSMFAG00000055175
ENSCJAG00000075819,ENSMFAG00000054018
ENSCJAG00000075819,ENSMFAG00000061610
ENSCJAG00000003176,ENSMFAG00000041058
ENSCJAG00000018985,ENSMFAG00000034084
ENSCJAG00000003362,ENSMFAG00000030556
ENSCJAG00000015024,ENSMFAG00000045998
ENSCJAG00000070055,ENSMFAG00000051387
ENSCJAG00000030392,ENSMFAG00000012398
ENSCJAG00000020088,ENSMFAG00000053874
ENSCJAG00000076372,ENSMFAG00000055787
ENSCJAG00000076372,ENSMFAG00000061804
ENSCJAG00000076372,ENSMFAG00000048080
ENSCJAG00000076372,ENSMFAG00000051092
ENSCJAG00000076372,ENSMFAG00000064261
ENSCJAG00000076372,ENSMFAG00000048434
ENSCJAG00000076372,ENSMFAG00000061662
ENSCJAG00000076372,ENSMFAG00000054000
ENSCJAG00000076372,ENSMFAG00000060415
ENSCJAG00000076372,ENSMFAG00000049996
ENSCJAG00000076372,ENSMFAG00000061358
ENSCJAG00000076372,ENSMFAG00000060057
ENSCJAG00000076372,ENSMFAG00000053351
ENSCJAG00000076372,ENSMFAG00000060300
ENSCJAG00000044787,ENSMFAG00000043025
ENSCJAG00000047862,ENSMFAG00000011290
ENSCJAG00000030231,ENSMFAG00000015990
ENSCJAG00000075646,ENSMFAG00000014343
ENSCJAG00000046200,ENSMFAG00000037340
ENSCJAG00000081215,ENSMFAG00000063679
ENSCJAG00000081215,ENSMFAG00000047317
ENSCJAG00000081215,ENSMFAG00000058098
ENSCJAG00000044950,ENSMFAG00000001756
ENSCJAG00000001300,ENSMFAG00000000337
ENSCJAG00000070082,ENSMFAG00000001839
ENSCJAG00000017717,ENSMFAG00000035954
ENSCJAG00000019985,ENSMFAG00000032362
ENSCJAG00000019010,ENSMFAG00000042134
ENSCJAG00000007577,ENSMFAG00000014306
ENSCJAG00000016598,ENSMFAG00000033417
ENSCJAG00000010829,ENSMFAG00000004021
ENSCJAG00000044405,ENSMFAG00000063045
ENSCJAG00000048296,ENSMFAG00000010445
ENSCJAG00000078438,ENSMFAG00000055820
ENSCJAG00000016653,ENSMFAG00000002145
ENSCJAG00000003648,ENSMFAG00000043190
ENSCJAG00000037936,ENSMFAG00000014382
ENSCJAG00000083712,ENSMFAG00000038404
ENSCJAG00000021238,ENSMFAG00000053265
ENSCJAG00000029386,ENSMFAG00000014922
ENSCJAG00000036803,ENSMFAG00000050362
ENSCJAG00000083290,ENSMFAG00000010883
ENSCJAG00000005943,ENSMFAG00000041642
ENSCJAG00000003244,ENSMFAG00000046322
ENSCJAG00000077601,ENSMFAG00000027549
ENSCJAG00000086137,ENSMFAG00000052275
ENSCJAG00000086137,ENSMFAG00000055972
ENSCJAG00000086137,ENSMFAG00000048262
ENSCJAG00000086137,ENSMFAG00000058781
ENSCJAG00000086137,ENSMFAG00000049881
ENSCJAG00000086137,ENSMFAG00000064185
ENSCJAG00000086137,ENSMFAG00000055175
ENSCJAG00000086137,ENSMFAG00000054018
ENSCJAG00000086137,ENSMFAG00000061610
ENSCJAG00000010665,ENSMFAG00000052501
ENSCJAG00000013949,ENSMFAG00000036430
ENSCJAG00000021232,ENSMFAG00000044805
ENSCJAG00000018990,ENSMFAG00000039041
ENSCJAG00000008764,ENSMFAG00000042629
ENSCJAG00000015491,ENSMFAG00000030272
ENSCJAG00000075711,ENSMFAG00000043044
ENSCJAG00000008549,ENSMFAG00000046012
ENSCJAG00000020542,ENSMFAG00000038309
ENSCJAG00000063452,ENSMFAG00000051282
ENSCJAG00000001280,ENSMFAG00000046336
ENSCJAG00000003604,ENSMFAG00000035801
ENSCJAG00000023111,ENSMFAG00000013321
ENSCJAG00000021324,ENSMFAG00000034968
ENSCJAG00000015387,ENSMFAG00000051035
ENSCJAG00000009770,ENSMFAG00000044101
ENSCJAG00000033344,ENSMFAG00000006087
ENSCJAG00000086642,ENSMFAG00000055049
ENSCJAG00000066368,ENSMFAG00000056367
ENSCJAG00000066368,ENSMFAG00000060817
ENSCJAG00000036918,ENSMFAG00000035085
ENSCJAG00000005934,ENSMFAG00000033324
ENSCJAG00000071115,ENSMFAG00000003670
ENSCJAG00000011610,ENSMFAG00000036876
ENSCJAG00000073555,ENSMFAG00000050321
ENSCJAG00000073555,ENSMFAG00000052964
ENSCJAG00000073555,ENSMFAG00000062198
ENSCJAG00000073555,ENSMFAG00000047650
ENSCJAG00000073555,ENSMFAG00000048803
ENSCJAG00000073555,ENSMFAG00000049926
ENSCJAG00000073555,ENSMFAG00000052294
ENSCJAG00000073555,ENSMFAG00000050075
ENSCJAG00000073555,ENSMFAG00000048877
ENSCJAG00000022614,ENSMFAG00000051612
ENSCJAG00000052327,ENSMFAG00000012799
ENSCJAG00000081665,ENSMFAG00000040322
ENSCJAG00000023110,ENSMFAG00000000164
ENSCJAG00000071653,ENSMFAG00000052275
ENSCJAG00000071653,ENSMFAG00000055972
ENSCJAG00000071653,ENSMFAG00000048262
ENSCJAG00000071653,ENSMFAG00000058781
ENSCJAG00000071653,ENSMFAG00000049881
ENSCJAG00000071653,ENSMFAG00000064185
ENSCJAG00000071653,ENSMFAG00000055175
ENSCJAG00000071653,ENSMFAG00000054018
ENSCJAG00000071653,ENSMFAG00000061610
ENSCJAG00000010345,ENSMFAG00000039485
ENSCJAG00000073544,ENSMFAG00000062476
ENSCJAG00000008772,ENSMFAG00000045129
ENSCJAG00000074673,ENSMFAG00000051897
ENSCJAG00000074673,ENSMFAG00000052069
ENSCJAG00000074673,ENSMFAG00000055987
ENSCJAG00000074673,ENSMFAG00000057122
ENSCJAG00000074673,ENSMFAG00000065387
ENSCJAG00000074673,ENSMFAG00000051133
ENSCJAG00000010692,ENSMFAG00000042900
ENSCJAG00000013963,ENSMFAG00000041935
ENSCJAG00000010780,ENSMFAG00000033708
ENSCJAG00000082829,ENSMFAG00000045950
ENSCJAG00000035650,ENSMFAG00000013370
ENSCJAG00000045083,ENSMFAG00000059357
ENSCJAG00000040823,ENSMFAG00000058086
ENSCJAG00000078559,ENSMFAG00000002644
ENSCJAG00000040592,ENSMFAG00000040205
ENSCJAG00000075576,ENSMFAG00000064872
ENSCJAG00000045904,ENSMFAG00000012950
ENSCJAG00000009265,ENSMFAG00000033277
ENSCJAG00000077603,ENSMFAG00000014492
ENSCJAG00000021201,ENSMFAG00000045852
ENSCJAG00000086370,ENSMFAG00000058486
ENSCJAG00000081107,ENSMFAG00000048254
ENSCJAG00000008563,ENSMFAG00000043404
ENSCJAG00000051737,ENSMFAG00000063852
ENSCJAG00000020537,ENSMFAG00000000597
ENSCJAG00000010708,ENSMFAG00000000173
ENSCJAG00000015351,ENSMFAG00000037556
ENSCJAG00000070954,ENSMFAG00000034379
ENSCJAG00000070954,ENSMFAG00000045047
ENSCJAG00000070954,ENSMFAG00000017901
ENSCJAG00000020058,ENSMFAG00000042862
ENSCJAG00000018954,ENSMFAG00000001830
ENSCJAG00000015548,ENSMFAG00000036422
ENSCJAG00000029741,ENSMFAG00000036238
ENSCJAG00000083123,ENSMFAG00000042233
ENSCJAG00000070767,ENSMFAG00000021724
ENSCJAG00000019102,ENSMFAG00000045016
ENSCJAG00000023404,ENSMFAG00000002940
ENSCJAG00000011619,ENSMFAG00000033273
ENSCJAG00000013971,ENSMFAG00000001250
ENSCJAG00000010758,ENSMFAG00000038705
ENSCJAG00000086630,ENSMFAG00000035350
ENSCJAG00000046327,ENSMFAG00000000708
ENSCJAG00000020057,ENSMFAG00000035109
ENSCJAG00000009762,ENSMFAG00000003128
ENSCJAG00000015550,ENSMFAG00000031110
ENSCJAG00000025090,ENSMFAG00000005760
ENSCJAG00000024070,ENSMFAG00000009388
ENSCJAG00000007608,ENSMFAG00000036647
ENSCJAG00000043867,ENSMFAG00000018069
ENSCJAG00000076516,ENSMFAG00000060880
ENSCJAG00000086827,ENSMFAG00000052275
ENSCJAG00000086827,ENSMFAG00000055972
ENSCJAG00000086827,ENSMFAG00000048262
ENSCJAG00000086827,ENSMFAG00000058781
ENSCJAG00000086827,ENSMFAG00000049881
ENSCJAG00000086827,ENSMFAG00000064185
ENSCJAG00000086827,ENSMFAG00000055175
ENSCJAG00000086827,ENSMFAG00000054018
ENSCJAG00000086827,ENSMFAG00000061610
ENSCJAG00000078271,ENSMFAG00000063458
ENSCJAG00000019117,ENSMFAG00000045724
ENSCJAG00000010719,ENSMFAG00000043161
ENSCJAG00000010749,ENSMFAG00000045937
ENSCJAG00000073772,ENSMFAG00000001713
ENSCJAG00000003197,ENSMFAG00000035984
ENSCJAG00000015335,ENSMFAG00000037893
ENSCJAG00000043259,ENSMFAG00000046329
ENSCJAG00000003433,ENSMFAG00000043763
ENSCJAG00000071385,ENSMFAG00000036763
ENSCJAG00000013986,ENSMFAG00000000097
ENSCJAG00000021725,ENSMFAG00000000028
ENSCJAG00000020525,ENSMFAG00000000271
ENSCJAG00000072615,ENSMFAG00000064374
ENSCJAG00000072615,ENSMFAG00000054442
ENSCJAG00000072615,ENSMFAG00000050188
ENSCJAG00000087386,ENSMFAG00000049180
ENSCJAG00000023898,ENSMFAG00000009290
ENSCJAG00000028848,ENSMFAG00000009210
ENSCJAG00000028848,ENSMFAG00000009102
ENSCJAG00000052093,ENSMFAG00000033425
ENSCJAG00000008574,ENSMFAG00000042932
ENSCJAG00000008864,ENSMFAG00000032631
ENSCJAG00000014993,ENSMFAG00000044445
ENSCJAG00000017062,ENSMFAG00000039507
ENSCJAG00000005873,ENSMFAG00000037789
ENSCJAG00000020041,ENSMFAG00000028913
ENSCJAG00000009287,ENSMFAG00000033664
ENSCJAG00000015563,ENSMFAG00000000721
ENSCJAG00000007687,ENSMFAG00000001702
ENSCJAG00000069399,ENSMFAG00000054074
ENSCJAG00000069399,ENSMFAG00000053935
ENSCJAG00000069399,ENSMFAG00000062719
ENSCJAG00000085203,ENSMFAG00000059552
ENSCJAG00000011661,ENSMFAG00000039599
ENSCJAG00000031679,ENSMFAG00000023880
ENSCJAG00000010741,ENSMFAG00000040736
ENSCJAG00000073411,ENSMFAG00000035919
ENSCJAG00000083705,ENSMFAG00000065231
ENSCJAG00000019201,ENSMFAG00000044127
ENSCJAG00000023270,ENSMFAG00000056880
ENSCJAG00000020050,ENSMFAG00000035621
ENSCJAG00000081825,ENSMFAG00000063112
ENSCJAG00000003849,ENSMFAG00000003891
ENSCJAG00000019016,ENSMFAG00000034539
ENSCJAG00000028961,ENSMFAG00000035105
ENSCJAG00000001907,ENSMFAG00000042280
ENSCJAG00000015283,ENSMFAG00000032556
ENSCJAG00000005275,ENSMFAG00000030986
ENSCJAG00000001494,ENSMFAG00000037990
ENSCJAG00000070440,ENSMFAG00000003220
ENSCJAG00000007662,ENSMFAG00000001139
ENSCJAG00000016557,ENSMFAG00000033351
ENSCJAG00000009238,ENSMFAG00000044186
ENSCJAG00000074100,ENSMFAG00000052584
ENSCJAG00000074100,ENSMFAG00000060465
ENSCJAG00000074100,ENSMFAG00000058205
ENSCJAG00000009728,ENSMFAG00000044501
ENSCJAG00000010789,ENSMFAG00000045519
ENSCJAG00000008660,ENSMFAG00000037710
ENSCJAG00000072976,ENSMFAG00000064039
ENSCJAG00000055329,ENSMFAG00000033386
ENSCJAG00000077008,ENSMFAG00000033956
ENSCJAG00000074148,ENSMFAG00000052275
ENSCJAG00000074148,ENSMFAG00000055972
ENSCJAG00000074148,ENSMFAG00000048262
ENSCJAG00000074148,ENSMFAG00000058781
ENSCJAG00000074148,ENSMFAG00000049881
ENSCJAG00000074148,ENSMFAG00000064185
ENSCJAG00000074148,ENSMFAG00000055175
ENSCJAG00000074148,ENSMFAG00000054018
ENSCJAG00000074148,ENSMFAG00000061610
ENSCJAG00000016065,ENSMFAG00000040942
ENSCJAG00000033357,ENSMFAG00000039335
ENSCJAG00000003228,ENSMFAG00000038050
ENSCJAG00000083019,ENSMFAG00000052275
ENSCJAG00000083019,ENSMFAG00000055972
ENSCJAG00000083019,ENSMFAG00000048262
ENSCJAG00000083019,ENSMFAG00000058781
ENSCJAG00000083019,ENSMFAG00000049881
ENSCJAG00000083019,ENSMFAG00000064185
ENSCJAG00000083019,ENSMFAG00000055175
ENSCJAG00000083019,ENSMFAG00000054018
ENSCJAG00000083019,ENSMFAG00000061610
ENSCJAG00000008567,ENSMFAG00000042402
ENSCJAG00000021318,ENSMFAG00000031893
ENSCJAG00000080058,ENSMFAG00000051440
ENSCJAG00000064518,ENSMFAG00000033171
ENSCJAG00000019171,ENSMFAG00000042999
ENSCJAG00000078533,ENSMFAG00000042000
ENSCJAG00000077727,ENSMFAG00000014228
ENSCJAG00000047001,ENSMFAG00000002996
ENSCJAG00000079120,ENSMFAG00000052275
ENSCJAG00000079120,ENSMFAG00000055972
ENSCJAG00000079120,ENSMFAG00000048262
ENSCJAG00000079120,ENSMFAG00000058781
ENSCJAG00000079120,ENSMFAG00000049881
ENSCJAG00000079120,ENSMFAG00000064185
ENSCJAG00000079120,ENSMFAG00000055175
ENSCJAG00000079120,ENSMFAG00000054018
ENSCJAG00000079120,ENSMFAG00000061610
ENSCJAG00000078392,ENSMFAG00000063460
ENSCJAG00000039943,ENSMFAG00000019629
ENSCJAG00000010809,ENSMFAG00000040508
ENSCJAG00000024149,ENSMFAG00000059206
ENSCJAG00000024149,ENSMFAG00000064588
ENSCJAG00000021192,ENSMFAG00000043212
ENSCJAG00000007741,ENSMFAG00000045674
ENSCJAG00000008716,ENSMFAG00000014400
ENSCJAG00000008716,ENSMFAG00000029077
ENSCJAG00000025401,ENSMFAG00000062579
ENSCJAG00000052214,ENSMFAG00000000214
ENSCJAG00000082553,ENSMFAG00000000641
ENSCJAG00000080073,ENSMFAG00000020055
ENSCJAG00000003234,ENSMFAG00000045201
ENSCJAG00000068844,ENSMFAG00000001060
ENSCJAG00000020049,ENSMFAG00000009223
ENSCJAG00000007668,ENSMFAG00000001590
ENSCJAG00000019025,ENSMFAG00000002232
ENSCJAG00000072470,ENSMFAG00000043778
ENSCJAG00000079970,ENSMFAG00000052275
ENSCJAG00000079970,ENSMFAG00000055972
ENSCJAG00000079970,ENSMFAG00000048262
ENSCJAG00000079970,ENSMFAG00000058781
ENSCJAG00000079970,ENSMFAG00000049881
ENSCJAG00000079970,ENSMFAG00000064185
ENSCJAG00000079970,ENSMFAG00000055175
ENSCJAG00000079970,ENSMFAG00000054018
ENSCJAG00000079970,ENSMFAG00000061610
ENSCJAG00000010707,ENSMFAG00000036801
ENSCJAG00000010707,ENSMFAG00000064359
ENSCJAG00000021770,ENSMFAG00000009076
ENSCJAG00000036951,ENSMFAG00000059159
ENSCJAG00000020040,ENSMFAG00000043705
ENSCJAG00000009478,ENSMFAG00000039771
ENSCJAG00000064308,ENSMFAG00000052389
ENSCJAG00000043695,ENSMFAG00000022364
ENSCJAG00000007840,ENSMFAG00000000541
ENSCJAG00000016061,ENSMFAG00000038331
ENSCJAG00000019031,ENSMFAG00000002797
ENSCJAG00000080953,ENSMFAG00000052275
ENSCJAG00000080953,ENSMFAG00000055972
ENSCJAG00000080953,ENSMFAG00000048262
ENSCJAG00000080953,ENSMFAG00000058781
ENSCJAG00000080953,ENSMFAG00000049881
ENSCJAG00000080953,ENSMFAG00000064185
ENSCJAG00000080953,ENSMFAG00000055175
ENSCJAG00000080953,ENSMFAG00000054018
ENSCJAG00000080953,ENSMFAG00000061610
ENSCJAG00000038769,ENSMFAG00000034540
ENSCJAG00000085536,ENSMFAG00000058014
ENSCJAG00000010725,ENSMFAG00000003913
ENSCJAG00000066289,ENSMFAG00000033469
ENSCJAG00000031671,ENSMFAG00000005740
ENSCJAG00000083745,ENSMFAG00000052275
ENSCJAG00000083745,ENSMFAG00000055972
ENSCJAG00000083745,ENSMFAG00000048262
ENSCJAG00000083745,ENSMFAG00000058781
ENSCJAG00000083745,ENSMFAG00000049881
ENSCJAG00000083745,ENSMFAG00000064185
ENSCJAG00000083745,ENSMFAG00000055175
ENSCJAG00000083745,ENSMFAG00000054018
ENSCJAG00000083745,ENSMFAG00000061610
ENSCJAG00000075280,ENSMFAG00000052731
ENSCJAG00000005867,ENSMFAG00000007379
ENSCJAG00000020027,ENSMFAG00000043446
ENSCJAG00000073262,ENSMFAG00000040652
ENSCJAG00000077350,ENSMFAG00000024314
ENSCJAG00000073137,ENSMFAG00000011261
ENSCJAG00000075021,ENSMFAG00000052275
ENSCJAG00000075021,ENSMFAG00000055972
ENSCJAG00000075021,ENSMFAG00000048262
ENSCJAG00000075021,ENSMFAG00000058781
ENSCJAG00000075021,ENSMFAG00000049881
ENSCJAG00000075021,ENSMFAG00000064185
ENSCJAG00000075021,ENSMFAG00000055175
ENSCJAG00000075021,ENSMFAG00000054018
ENSCJAG00000075021,ENSMFAG00000061610
ENSCJAG00000008414,ENSMFAG00000033204
ENSCJAG00000048574,ENSMFAG00000000291
ENSCJAG00000008717,ENSMFAG00000003182
ENSCJAG00000047061,ENSMFAG00000031142
ENSCJAG00000083886,ENSMFAG00000060880
ENSCJAG00000078098,ENSMFAG00000013370
ENSCJAG00000072237,ENSMFAG00000001506
ENSCJAG00000009487,ENSMFAG00000046265
ENSCJAG00000076040,ENSMFAG00000032688
ENSCJAG00000001879,ENSMFAG00000030691
ENSCJAG00000080418,ENSMFAG00000042233
ENSCJAG00000014968,ENSMFAG00000003067
ENSCJAG00000010838,ENSMFAG00000040249
ENSCJAG00000022514,ENSMFAG00000038994
ENSCJAG00000065191,ENSMFAG00000009790
ENSCJAG00000072722,ENSMFAG00000065384
ENSCJAG00000008925,ENSMFAG00000032976
ENSCJAG00000019057,ENSMFAG00000045929
ENSCJAG00000069661,ENSMFAG00000014343
ENSCJAG00000003271,ENSMFAG00000037699
ENSCJAG00000086461,ENSMFAG00000050321
ENSCJAG00000086461,ENSMFAG00000052964
ENSCJAG00000086461,ENSMFAG00000062198
ENSCJAG00000086461,ENSMFAG00000047650
ENSCJAG00000086461,ENSMFAG00000048803
ENSCJAG00000086461,ENSMFAG00000049926
ENSCJAG00000086461,ENSMFAG00000052294
ENSCJAG00000086461,ENSMFAG00000050075
ENSCJAG00000086461,ENSMFAG00000048877
ENSCJAG00000011702,ENSMFAG00000001810
ENSCJAG00000005263,ENSMFAG00000038871
ENSCJAG00000029358,ENSMFAG00000012985
ENSCJAG00000072161,ENSMFAG00000042170
ENSCJAG00000072161,ENSMFAG00000057532
ENSCJAG00000041764,ENSMFAG00000024179
ENSCJAG00000086289,ENSMFAG00000043193
ENSCJAG00000081654,ENSMFAG00000036763
ENSCJAG00000047492,ENSMFAG00000044026
ENSCJAG00000084020,ENSMFAG00000014786
ENSCJAG00000078197,ENSMFAG00000057712
ENSCJAG00000019167,ENSMFAG00000046331
ENSCJAG00000019062,ENSMFAG00000036061
ENSCJAG00000078474,ENSMFAG00000014694
ENSCJAG00000004745,ENSMFAG00000026820
ENSCJAG00000015215,ENSMFAG00000041776
ENSCJAG00000019997,ENSMFAG00000001745
ENSCJAG00000003867,ENSMFAG00000040715
ENSCJAG00000011746,ENSMFAG00000003778
ENSCJAG00000005863,ENSMFAG00000039500
ENSCJAG00000016784,ENSMFAG00000044299
ENSCJAG00000057222,ENSMFAG00000037675
ENSCJAG00000006350,ENSMFAG00000034481
ENSCJAG00000081189,ENSMFAG00000003072
ENSCJAG00000081189,ENSMFAG00000039986
ENSCJAG00000062358,ENSMFAG00000051440
ENSCJAG00000084111,ENSMFAG00000050367
ENSCJAG00000071482,ENSMFAG00000030681
ENSCJAG00000071482,ENSMFAG00000002532
ENSCJAG00000084063,ENSMFAG00000042000
ENSCJAG00000010849,ENSMFAG00000001884
ENSCJAG00000019987,ENSMFAG00000038861
ENSCJAG00000038957,ENSMFAG00000064416
ENSCJAG00000019081,ENSMFAG00000045077
ENSCJAG00000060932,ENSMFAG00000054370
ENSCJAG00000008767,ENSMFAG00000044103
ENSCJAG00000008476,ENSMFAG00000042823
